 TIME                     Farbe_links [C]     Farbe_rechts [C]    Tape_links [C]      Tape_rechts [C]     
 2018-08-08_15:49:53      24.1804             24.1405             24.2532             24.1933             
 2018-08-08_15:50:03      24.088              24.0456             24.162              24.0977             
 2018-08-08_15:50:13      23.9912             23.9389             24.0683             23.9939             
 2018-08-08_15:50:23      23.8905             23.8422             23.9668             23.8945             
 2018-08-08_15:50:33      23.7909             23.7373             23.8692             23.7878             
 2018-08-08_15:50:43      23.6891             23.6364             23.7666             23.6857             
 2018-08-08_15:50:53      23.5911             23.5314             23.669              23.5824             
 2018-08-08_15:51:03      23.4872             23.427              23.5668             23.4739             
 2018-08-08_15:51:13      23.3851             23.3232             23.4657             23.369              
 2018-08-08_15:51:23      23.2825             23.2267             23.3541             23.2716             
 2018-08-08_15:51:33      23.1806             23.137              23.252              23.1848             
 2018-08-08_15:51:43      23.0779             23.0479             23.1498             23.0921             
 2018-08-08_15:51:53      22.9752             22.951              23.0494             22.9965             
 2018-08-08_15:52:03      22.8755             22.8508             22.9494             22.8958             
 2018-08-08_15:52:13      22.7723             22.7565             22.8471             22.8004             
 2018-08-08_15:52:23      22.6666             22.6602             22.7361             22.7058             
 2018-08-08_15:52:33      22.5568             22.5461             22.6287             22.5928             
 2018-08-08_15:52:43      22.4565             22.4476             22.5271             22.4863             
 2018-08-08_15:52:53      22.3522             22.3469             22.4212             22.38               
 2018-08-08_15:53:03      22.2472             22.2422             22.3184             22.2751             
 2018-08-08_15:53:13      22.1412             22.1374             22.2146             22.1699             
 2018-08-08_15:53:23      22.0351             22.0303             22.1087             22.0635             
 2018-08-08_15:53:33      21.9298             21.9219             21.9998             21.956              
 2018-08-08_15:53:43      21.8206             21.8085             21.8949             21.8448             
 2018-08-08_15:53:53      21.7107             21.7025             21.7857             21.738              
 2018-08-08_15:54:03      21.6038             21.593              21.6771             21.6312             
 2018-08-08_15:54:13      21.4908             21.4851             21.5709             21.5178             
 2018-08-08_15:54:23      21.3871             21.3754             21.4596             21.4072             
 2018-08-08_15:54:33      21.273              21.2652             21.3532             21.2987             
 2018-08-08_15:54:43      21.1675             21.1565             21.2413             21.1888             
 2018-08-08_15:54:53      21.0558             21.048              21.1327             21.0789             
 2018-08-08_15:55:03      20.945              20.9389             21.0231             20.9719             
 2018-08-08_15:55:13      20.8338             20.8262             20.9119             20.8588             
 2018-08-08_15:55:23      20.7236             20.7182             20.7996             20.749              
 2018-08-08_15:55:33      20.6138             20.607              20.6871             20.6406             
 2018-08-08_15:55:43      20.4969             20.4988             20.5766             20.5242             
 2018-08-08_15:55:53      20.3913             20.3858             20.4661             20.4177             
 2018-08-08_15:56:03      20.2787             20.2754             20.3563             20.3036             
 2018-08-08_15:56:13      20.1684             20.1679             20.2429             20.1969             
 2018-08-08_15:56:23      20.0569             20.0574             20.1355             20.084              
 2018-08-08_15:56:33      19.9465             19.9489             20.024              19.977              
 2018-08-08_15:56:43      19.8378             19.8412             19.9149             19.8674             
 2018-08-08_15:56:53      19.7274             19.7318             19.8057             19.7619             
 2018-08-08_15:57:03      19.6133             19.6208             19.6935             19.6458             
 2018-08-08_15:57:13      19.5052             19.516              19.5833             19.5392             
 2018-08-08_15:57:23      19.3992             19.4074             19.4774             19.4306             
 2018-08-08_15:57:33      19.2897             19.3001             19.3665             19.3216             
 2018-08-08_15:57:43      19.1819             19.1915             19.2585             19.2129             
 2018-08-08_15:57:53      19.0753             19.0857             19.1524             19.1053             
 2018-08-08_15:58:03      18.9686             18.9794             19.0501             19.0018             
 2018-08-08_15:58:13      18.8634             18.8745             18.9407             18.8979             
 2018-08-08_15:58:23      18.7552             18.7693             18.8345             18.788              
 2018-08-08_15:58:33      18.6494             18.6624             18.727              18.6831             
 2018-08-08_15:58:43      18.5447             18.5597             18.6207             18.5792             
 2018-08-08_15:58:53      18.4393             18.4542             18.5202             18.4727             
 2018-08-08_15:59:03      18.3327             18.352              18.4132             18.3699             
 2018-08-08_15:59:13      18.228              18.2485             18.3072             18.2649             
 2018-08-08_15:59:23      18.1254             18.1445             18.2027             18.1584             
 2018-08-08_15:59:33      18.0202             18.0411             18.1023             18.0585             
 2018-08-08_15:59:43      17.9166             17.9402             17.9993             17.9587             
 2018-08-08_15:59:53      17.8163             17.8401             17.8956             17.8585             
 2018-08-08_16:00:03      17.7135             17.7404             17.7951             17.7565             
 2018-08-08_16:00:13      17.6121             17.6405             17.6944             17.6529             
 2018-08-08_16:00:23      17.5136             17.5405             17.5912             17.554              
 2018-08-08_16:00:33      17.4159             17.4366             17.4903             17.4481             
 2018-08-08_16:00:43      17.3119             17.3387             17.3927             17.3493             
 2018-08-08_16:00:53      17.2152             17.2403             17.2919             17.251              
 2018-08-08_16:01:03      17.1172             17.142              17.1948             17.1501             
 2018-08-08_16:01:13      17.013              17.0424             17.0952             17.0528             
 2018-08-08_16:01:23      16.9178             16.9434             16.9942             16.9535             
 2018-08-08_16:01:33      16.8183             16.8485             16.8982             16.8582             
 2018-08-08_16:01:43      16.7204             16.7524             16.8031             16.7612             
 2018-08-08_16:01:53      16.6222             16.6592             16.7015             16.663              
 2018-08-08_16:02:03      16.5279             16.5585             16.6081             16.5689             
 2018-08-08_16:02:13      16.4306             16.462              16.5121             16.4709             
 2018-08-08_16:02:23      16.3328             16.3692             16.4151             16.3802             
 2018-08-08_16:02:33      16.2374             16.2774             16.3233             16.2875             
 2018-08-08_16:02:43      16.1415             16.1848             16.2265             16.1868             
 2018-08-08_16:02:53      16.0514             16.0916             16.1309             16.0968             
 2018-08-08_16:03:03      15.9542             15.9966             16.0384             16.0022             
 2018-08-08_16:03:13      15.8616             15.9054             15.9434             15.9108             
 2018-08-08_16:03:23      15.7693             15.8131             15.8501             15.8173             
 2018-08-08_16:03:33      15.6736             15.7217             15.7579             15.7251             
 2018-08-08_16:03:43      15.5859             15.6348             15.6698             15.6355             
 2018-08-08_16:03:53      15.4924             15.5433             15.5765             15.5452             
 2018-08-08_16:04:03      15.4009             15.4527             15.4867             15.4572             
 2018-08-08_16:04:13      15.3141             15.3654             15.3986             15.3652             
 2018-08-08_16:04:23      15.2233             15.277              15.3094             15.2762             
 2018-08-08_16:04:33      15.13               15.1869             15.2167             15.1928             
 2018-08-08_16:04:43      15.0445             15.1014             15.131              15.1025             
 2018-08-08_16:04:53      14.9529             15.0106             15.0398             15.015              
 2018-08-08_16:05:03      14.8657             14.9293             14.9536             14.9249             
 2018-08-08_16:05:13      14.7795             14.835              14.8623             14.8369             
 2018-08-08_16:05:23      14.6934             14.7538             14.7766             14.7494             
 2018-08-08_16:05:33      14.6073             14.6646             14.6927             14.6635             
 2018-08-08_16:05:43      14.5201             14.5821             14.6063             14.5767             
 2018-08-08_16:05:53      14.4381             14.4978             14.5201             14.495              
 2018-08-08_16:06:03      14.3531             14.4136             14.4381             14.4095             
 2018-08-08_16:06:13      14.2709             14.3282             14.3532             14.3263             
 2018-08-08_16:06:23      14.1855             14.2453             14.2719             14.2431             
 2018-08-08_16:06:33      14.0985             14.1627             14.1886             14.1608             
 2018-08-08_16:06:43      14.0219             14.0842             14.1071             14.0777             
 2018-08-08_16:06:53      13.9396             14.0019             14.0254             13.9933             
 2018-08-08_16:07:03      13.8586             13.9241             13.9475             13.9148             
 2018-08-08_16:07:13      13.7798             13.8451             13.8679             13.836              
 2018-08-08_16:07:23      13.7023             13.7665             13.7882             13.7543             
 2018-08-08_16:07:33      13.6173             13.6825             13.7044             13.6742             
 2018-08-08_16:07:43      13.5431             13.6115             13.6282             13.6042             
 2018-08-08_16:07:53      13.4626             13.5332             13.5517             13.5252             
 2018-08-08_16:08:03      13.385              13.4604             13.4727             13.4498             
 2018-08-08_16:08:13      13.3049             13.3788             13.3914             13.3687             
 2018-08-08_16:08:23      13.223              13.2995             13.3122             13.2904             
 2018-08-08_16:08:33      13.1445             13.2185             13.2325             13.2081             
 2018-08-08_16:08:43      13.067              13.1437             13.1541             13.1328             
 2018-08-08_16:08:53      12.9901             13.0677             13.0759             13.0496             
 2018-08-08_16:09:03      12.912              12.987              12.9994             12.9752             
 2018-08-08_16:09:13      12.8319             12.9116             12.9209             12.8962             
 2018-08-08_16:09:23      12.7568             12.8344             12.8442             12.8242             
 2018-08-08_16:09:33      12.6831             12.7619             12.7742             12.7461             
 2018-08-08_16:09:43      12.6126             12.6921             12.7031             12.6809             
 2018-08-08_16:09:53      12.5568             12.6449             12.647              12.6265             
 2018-08-08_16:10:03      12.5051             12.5961             12.5947             12.5812             
 2018-08-08_16:10:13      12.4589             12.545              12.5505             12.535              
 2018-08-08_16:10:23      12.4121             12.4992             12.5064             12.4849             
 2018-08-08_16:10:33      12.3739             12.462              12.4658             12.4454             
 2018-08-08_16:10:43      12.3409             12.4299             12.4351             12.4124             
 2018-08-08_16:10:53      12.3155             12.4075             12.4102             12.3977             
 2018-08-08_16:11:03      12.3014             12.3951             12.3967             12.3802             
 2018-08-08_16:11:13      12.2873             12.381              12.3854             12.3674             
 2018-08-08_16:11:23      12.2685             12.3628             12.3609             12.3496             
 2018-08-08_16:11:33      12.2486             12.34               12.3436             12.3272             
 2018-08-08_16:11:43      12.2295             12.3213             12.3236             12.3093             
 2018-08-08_16:11:53      12.2158             12.3091             12.3139             12.2948             
 2018-08-08_16:12:03      12.2059             12.2975             12.3056             12.2877             
 2018-08-08_16:12:13      12.2023             12.2997             12.2986             12.2892             
 2018-08-08_16:12:23      12.2028             12.3043             12.2989             12.288              
 2018-08-08_16:12:33      12.197              12.297              12.2991             12.2869             
 2018-08-08_16:12:43      12.1872             12.2883             12.286              12.2788             
 2018-08-08_16:12:53      12.1788             12.2803             12.2805             12.2712             
 2018-08-08_16:13:03      12.1795             12.2786             12.274              12.263              
 2018-08-08_16:13:13      12.1772             12.2747             12.2745             12.2612             
 2018-08-08_16:13:23      12.1744             12.2732             12.2698             12.2616             
 2018-08-08_16:13:33      12.1728             12.2701             12.269              12.2585             
 2018-08-08_16:13:43      12.1587             12.2576             12.2588             12.2411             
 2018-08-08_16:13:53      12.154              12.2458             12.2511             12.2354             
 2018-08-08_16:14:03      12.1463             12.2428             12.243              12.2351             
 2018-08-08_16:14:13      12.1404             12.2405             12.2412             12.227              
 2018-08-08_16:14:23      12.142              12.2376             12.2387             12.2279             
 2018-08-08_16:14:33      12.1394             12.2353             12.2393             12.2271             
 2018-08-08_16:14:43      12.1313             12.2301             12.2309             12.2152             
 2018-08-08_16:14:53      12.1274             12.2199             12.2249             12.2111             
 2018-08-08_16:15:03      12.1227             12.2169             12.2229             12.1966             
 2018-08-08_16:15:13      12.122              12.2144             12.2211             12.2051             
 2018-08-08_16:15:23      12.1267             12.2221             12.2212             12.2099             
 2018-08-08_16:15:33      12.1304             12.2254             12.2279             12.2108             
 2018-08-08_16:15:43      12.1215             12.2209             12.2196             12.2124             
 2018-08-08_16:15:53      12.1151             12.2119             12.2123             12.202              
 2018-08-08_16:16:03      12.109              12.2107             12.211              12.1973             
 2018-08-08_16:16:13      12.1071             12.2081             12.211              12.195              
 2018-08-08_16:16:23      12.111              12.211              12.2078             12.2026             
 2018-08-08_16:16:33      12.115              12.2158             12.2165             12.2038             
 2018-08-08_16:16:43      12.1143             12.2166             12.2137             12.2057             
 2018-08-08_16:16:53      12.1089             12.2104             12.2083             12.1967             
 2018-08-08_16:17:03      12.1057             12.2064             12.2019             12.1916             
 2018-08-08_16:17:13      12.1005             12.203              12.2007             12.189              
 2018-08-08_16:17:23      12.1025             12.208              12.2028             12.1892             
 2018-08-08_16:17:33      12.1029             12.2053             12.2046             12.1937             
 2018-08-08_16:17:43      12.1043             12.2051             12.2019             12.1935             
 2018-08-08_16:17:53      12.0999             12.1959             12.1961             12.1843             
 2018-08-08_16:18:03      12.0923             12.1897             12.1924             12.1802             
 2018-08-08_16:18:13      12.0934             12.1903             12.1925             12.1759             
 2018-08-08_16:18:23      12.0953             12.1938             12.1927             12.1787             
 2018-08-08_16:18:33      12.0995             12.2018             12.1988             12.1835             
 2018-08-08_16:18:43      12.1003             12.193              12.1996             12.1851             
 2018-08-08_16:18:53      12.0954             12.1885             12.1952             12.1823             
 2018-08-08_16:19:03      12.087              12.1841             12.1869             12.1727             
 2018-08-08_16:19:13      12.079              12.1807             12.1785             12.1665             
 2018-08-08_16:19:23      12.0805             12.1824             12.1783             12.167              
 2018-08-08_16:19:33      12.0861             12.1839             12.1815             12.1738             
 2018-08-08_16:19:43      12.0888             12.1876             12.1908             12.1727             
 2018-08-08_16:19:53      12.09               12.1838             12.1887             12.1742             
 2018-08-08_16:20:03      12.0847             12.1752             12.182              12.1677             
 2018-08-08_16:20:13      12.0779             12.1702             12.1751             12.1598             
 2018-08-08_16:20:23      12.0749             12.1725             12.1752             12.1552             
 2018-08-08_16:20:33      12.0778             12.1758             12.1789             12.1625             
 2018-08-08_16:20:43      12.0826             12.1755             12.1783             12.1624             
 2018-08-08_16:20:53      12.0841             12.1775             12.1801             12.1668             
 2018-08-08_16:21:03      12.0761             12.1751             12.1783             12.1684             
 2018-08-08_16:21:13      12.0768             12.174              12.1754             12.1608             
 2018-08-08_16:21:23      12.0692             12.1717             12.1686             12.1602             
 2018-08-08_16:21:33      12.0683             12.1691             12.169              12.1583             
 2018-08-08_16:21:43      12.0756             12.1754             12.174              12.1642             
 2018-08-08_16:21:53      12.078              12.1816             12.1774             12.1698             
 2018-08-08_16:22:03      12.0723             12.1822             12.1772             12.1694             
 2018-08-08_16:22:13      12.0686             12.1711             12.1691             12.1611             
 2018-08-08_16:22:23      12.0655             12.1681             12.1619             12.1553             
 2018-08-08_16:22:33      12.063              12.1667             12.1662             12.1604             
 2018-08-08_16:22:43      12.0688             12.1723             12.1673             12.161              
 2018-08-08_16:22:53      12.0762             12.178              12.1731             12.1719             
 2018-08-08_16:23:03      12.0777             12.18               12.1792             12.1689             
 2018-08-08_16:23:13      12.0786             12.1785             12.176              12.1691             
 2018-08-08_16:23:23      12.0746             12.1793             12.176              12.1652             
 2018-08-08_16:23:33      12.0729             12.1746             12.1745             12.1661             
 2018-08-08_16:23:43      12.0797             12.1815             12.1779             12.1678             
 2018-08-08_16:23:53      12.0859             12.1822             12.1821             12.1661             
 2018-08-08_16:24:03      12.079              12.1764             12.1824             12.161              
 2018-08-08_16:24:13      12.0713             12.1679             12.1729             12.1582             
 2018-08-08_16:24:23      12.0669             12.1613             12.1654             12.1493             
 2018-08-08_16:24:33      12.0635             12.1602             12.162              12.1461             
 2018-08-08_16:24:43      12.0603             12.1632             12.1621             12.1538             
 2018-08-08_16:24:53      12.066              12.1714             12.1686             12.1575             
 2018-08-08_16:25:03      12.0704             12.176              12.1767             12.1632             
 2018-08-08_16:25:13      12.0774             12.1728             12.1753             12.1563             
 2018-08-08_16:25:23      12.0711             12.1698             12.1684             12.1566             
 2018-08-08_16:25:33      12.0643             12.1622             12.1649             12.1547             
 2018-08-08_16:25:43      12.0673             12.1657             12.1679             12.1594             
 2018-08-08_16:25:53      12.0707             12.1715             12.1732             12.1627             
 2018-08-08_16:26:03      12.0771             12.1803             12.1769             12.1699             
 2018-08-08_16:26:13      12.0785             12.182              12.1787             12.1727             
 2018-08-08_16:26:23      10.3136             10.1254             9.8861              9.7888              
 2018-08-08_16:26:33      7.7715              7.6452              7.4366              7.3516              
 2018-08-08_16:26:43      5.6698              5.6184              5.4118              5.3499              
 2018-08-08_16:26:53      3.9824              4.0032              3.7875              3.7513              
 2018-08-08_16:27:03      2.6315              2.7095              2.4795              2.4666              
 2018-08-08_16:27:13      1.5458              1.6813              1.4356              1.4491              
 2018-08-08_16:27:23      0.6701              0.8488              0.5903              0.6294              
 2018-08-08_16:27:33      -0.0526             0.1711              -0.1114             -0.05               
 2018-08-08_16:27:43      -0.6447             -0.3895             -0.6859             -0.6035             
 2018-08-08_16:27:53      -1.1223             -0.8446             -1.1513             -1.0513             
 2018-08-08_16:28:03      -1.5163             -1.2112             -1.5297             -1.4168             
 2018-08-08_16:28:13      -1.8436             -1.5167             -1.8463             -1.7185             
 2018-08-08_16:28:23      -2.116              -1.7765             -2.1107             -1.9867             
 2018-08-08_16:28:33      -2.3464             -1.992              -2.3361             -2.1965             
 2018-08-08_16:28:43      -2.5375             -2.1736             -2.52               -2.375              
 2018-08-08_16:28:53      -2.6917             -2.3247             -2.6718             -2.5307             
 2018-08-08_16:29:03      -2.8252             -2.4414             -2.7992             -2.6417             
 2018-08-08_16:29:13      -2.9358             -2.5497             -2.8999             -2.7428             
 2018-08-08_16:29:23      -3.0346             -2.6409             -3.0018             -2.8477             
 2018-08-08_16:29:33      -3.1235             -2.726              -3.0857             -2.9114             
 2018-08-08_16:29:43      -3.1967             -2.7946             -3.157              -2.9907             
 2018-08-08_16:29:53      -3.2578             -2.8633             -3.2143             -3.0609             
 2018-08-08_16:30:03      -3.3077             -2.9099             -3.2597             -3.1067             
 2018-08-08_16:30:13      -3.3478             -2.9594             -3.302              -3.1521             
 2018-08-08_16:30:23      -3.3936             -2.9877             -3.3501             -3.1902             
 2018-08-08_16:30:33      -3.4313             -3.0197             -3.3836             -3.2249             
 2018-08-08_16:30:43      -3.4615             -3.0663             -3.4142             -3.26               
 2018-08-08_16:30:53      -3.4843             -3.0945             -3.4447             -3.297              
 2018-08-08_16:31:03      -3.6621             -3.1052             -3.78               -3.3066             
 2018-08-08_16:31:13      -4.6593             -3.1666             -4.808              -3.3722             
 2018-08-08_16:31:23      -5.4981             -3.6728             -5.595              -4.026              
 2018-08-08_16:31:33      -6.1405             -4.8531             -6.2122             -5.2021             
 2018-08-08_16:31:43      -6.723              -5.8006             -6.781              -6.118              
 2018-08-08_16:31:53      -7.2144             -6.4926             -7.2613             -6.7936             
 2018-08-08_16:32:03      -7.6275             -7.0087             -7.6714             -7.296              
 2018-08-08_16:32:13      -7.9731             -7.3914             -7.9964             -7.6748             
 2018-08-08_16:32:23      -8.2466             -7.6851             -8.2546             -7.9678             
 2018-08-08_16:32:33      -8.4759             -7.9334             -8.474              -8.2039             
 2018-08-08_16:32:43      -8.6555             -8.1238             -8.651              -8.3984             
 2018-08-08_16:32:53      -8.8001             -8.2699             -8.799              -8.5331             
 2018-08-08_16:33:03      -8.9184             -8.3889             -8.9119             -8.6479             
 2018-08-08_16:33:13      -9.0179             -8.4869             -9.0065             -8.7448             
 2018-08-08_16:33:23      -9.1019             -8.5567             -9.0862             -8.8181             
 2018-08-08_16:33:33      -9.1667             -8.6212             -9.1423             -8.884              
 2018-08-08_16:33:43      -9.2125             -8.6624             -9.1812             -8.923              
 2018-08-08_16:33:53      -9.2514             -8.709              -9.2201             -8.9657             
 2018-08-08_16:34:03      -9.2865             -8.7364             -9.256              -8.9886             
 2018-08-08_16:34:13      -9.3182             -8.7639             -9.2892             -9.0267             
 2018-08-08_16:34:23      -9.3498             -8.7898             -9.3193             -9.05               
 2018-08-08_16:34:33      -9.3731             -8.8081             -9.3464             -9.0805             
 2018-08-08_16:34:43      -9.3834             -8.8299             -9.3597             -9.0981             
 2018-08-08_16:34:53      -9.4078             -8.8448             -9.3773             -9.1019             
 2018-08-08_16:35:03      -9.4215             -8.857              -9.3895             -9.1129             
 2018-08-08_16:35:13      -9.4242             -8.8661             -9.3918             -9.1286             
 2018-08-08_16:35:23      -9.4406             -8.8818             -9.4086             -9.1412             
 2018-08-08_16:35:33      -9.4627             -8.8951             -9.428              -9.1484             
 2018-08-08_16:35:43      -9.4646             -8.9088             -9.4322             -9.1682             
 2018-08-08_16:35:53      -9.4688             -8.9142             -9.436              -9.1751             
 2018-08-08_16:36:03      -9.4814             -8.9291             -9.4456             -9.1751             
 2018-08-08_16:36:13      -9.4849             -8.9279             -9.4555             -9.1946             
 2018-08-08_16:36:23      -9.5024             -8.9504             -9.4669             -9.2049             
 2018-08-08_16:36:33      -9.51               -8.9546             -9.481              -9.2144             
 2018-08-08_16:36:43      -9.5123             -8.9569             -9.4833             -9.2163             
 2018-08-08_16:36:53      -9.5192             -8.9581             -9.481              -9.2281             
 2018-08-08_16:37:03      -9.5116             -8.9611             -9.4765             -9.2285             
 2018-08-08_16:37:13      -9.5165             -8.9581             -9.4765             -9.2171             
 2018-08-08_16:37:23      -9.5146             -8.9622             -9.4818             -9.2316             
 2018-08-08_16:37:33      -9.5161             -8.9657             -9.4872             -9.2365             
 2018-08-08_16:37:43      -9.5291             -8.971              -9.4986             -9.2342             
 2018-08-08_16:37:53      -9.5276             -8.9661             -9.4917             -9.2251             
 2018-08-08_16:38:03      -9.5318             -8.9661             -9.4898             -9.2281             
 2018-08-08_16:38:13      -9.5226             -8.9634             -9.491              -9.2278             
 2018-08-08_16:38:23      -9.5284             -8.9684             -9.4963             -9.24               
 2018-08-08_16:38:33      -9.5219             -8.9737             -9.4933             -9.2316             
 2018-08-08_16:38:43      -9.5203             -8.9691             -9.4955             -9.2285             
 2018-08-08_16:38:53      -9.5192             -8.9722             -9.4852             -9.2289             
 2018-08-08_16:39:03      -9.5207             -8.9642             -9.4852             -9.2247             
 2018-08-08_16:39:13      -9.5161             -8.9684             -9.4917             -9.227              
 2018-08-08_16:39:23      -9.5276             -8.9668             -9.4986             -9.2274             
 2018-08-08_16:39:33      -10.2684            -9.0347             -10.4389            -9.42               
 2018-08-08_16:39:43      -11.0729            -10.0975            -11.1839            -10.487             
 2018-08-08_16:39:53      -11.7077            -10.9505            -11.805             -11.3102            
 2018-08-08_16:40:03      -12.2322            -11.5665            -12.3035            -11.911             
 2018-08-08_16:40:13      -12.6564            -12.0308            -12.7052            -12.365             
 2018-08-08_16:40:23      -12.9791            -12.373             -13.0165            -12.706             
 2018-08-08_16:40:33      -13.2439            -12.6419            -13.2645            -12.9726            
 2018-08-08_16:40:43      -13.4277            -12.8422            -13.4499            -13.1615            
 2018-08-08_16:40:53      -13.5799            -12.9845            -13.5838            -13.3049            
 2018-08-08_16:41:03      -13.6883            -13.0863            -13.6856            -13.4129            
 2018-08-08_16:41:13      -13.7749            -13.1828            -13.7711            -13.4995            
 2018-08-08_16:41:23      -13.8451            -13.2534            -13.8515            -13.5525            
 2018-08-08_16:41:33      -13.9141            -13.298             -13.9084            -13.6185            
 2018-08-08_16:41:43      -13.9549            -13.3389            -13.945             -13.6517            
 2018-08-08_16:41:53      -13.9732            -13.3598            -13.9671            -13.6894            
 2018-08-08_16:42:03      -13.9999            -13.3987            -13.9946            -13.7062            
 2018-08-08_16:42:13      -14.0289            -13.4209            -14.0224            -13.7421            
 2018-08-08_16:42:23      -14.0514            -13.4392            -14.0381            -13.7608            
 2018-08-08_16:42:33      -14.0579            -13.451             -14.0488            -13.76              
 2018-08-08_16:42:43      -14.069             -13.456             -14.0659            -13.7638            
 2018-08-08_16:42:53      -14.0812            -13.4686            -14.061             -13.7764            
 2018-08-08_16:43:03      -14.0831            -13.4777            -14.072             -13.8004            
 2018-08-08_16:43:13      -14.1022            -13.4827            -14.0797            -13.7951            
 2018-08-08_16:43:23      -14.122             -13.4842            -14.1006            -13.7955            
 2018-08-08_16:43:33      -14.119             -13.5025            -14.0991            -13.8168            
 2018-08-08_16:43:43      -14.1327            -13.5044            -14.114             -13.8145            
 2018-08-08_16:43:53      -14.1155            -13.5075            -14.106             -13.8279            
 2018-08-08_16:44:03      -14.1323            -13.5185            -14.1281            -13.8367            
 2018-08-08_16:44:13      -14.1434            -13.52              -14.1289            -13.8279            
 2018-08-08_16:44:23      -14.143             -13.5223            -14.1388            -13.834             
 2018-08-08_16:44:33      -14.5447            -13.5303            -14.7179            -13.8622            
 2018-08-08_16:44:43      -15.2924            -14.3227            -15.4068            -14.7537            
 2018-08-08_16:44:53      -15.8649            -15.0757            -15.9649            -15.4816            
 2018-08-08_16:45:03      -16.3345            -15.6151            -16.4047            -16.0095            
 2018-08-08_16:45:13      -16.6908            -16.0156            -16.7442            -16.3834            
 2018-08-08_16:45:23      -16.9537            -16.2979            -16.9975            -16.6473            
 2018-08-08_16:45:33      -17.1566            -16.4928            -17.186             -16.8518            
 2018-08-08_16:45:43      -17.2935            -16.6382            -17.3176            -16.9979            
 2018-08-08_16:45:53      -17.4038            -16.7389            -17.4286            -17.0959            
 2018-08-08_16:46:03      -17.4919            -16.8232            -17.5114            -17.1928            
 2018-08-08_16:46:13      -17.5655            -16.8728            -17.5804            -17.2371            
 2018-08-08_16:46:23      -17.6136            -16.9186            -17.6182            -17.2718            
 2018-08-08_16:46:33      -17.6476            -16.9647            -17.654             -17.3157            
 2018-08-08_16:46:43      -17.6682            -16.9819            -17.6785            -17.329             
 2018-08-08_16:46:53      -17.6926            -16.9968            -17.6941            -17.358             
 2018-08-08_16:47:03      -17.7048            -17.0219            -17.701             -17.3965            
 2018-08-08_16:47:13      -17.717             -17.0334            -17.7128            -17.3943            
 2018-08-08_16:47:23      -17.7181            -17.041             -17.72              -17.3996            
 2018-08-08_16:47:33      -17.7174            -17.0406            -17.7109            -17.4004            
 2018-08-08_16:47:43      -17.7246            -17.0464            -17.7223            -17.4019            
 2018-08-08_16:47:53      -17.7357            -17.0593            -17.7349            -17.4061            
 2018-08-08_16:48:03      -17.765             -17.0715            -17.7528            -17.4141            
 2018-08-08_16:48:13      -17.7658            -17.0746            -17.7612            -17.4217            
 2018-08-08_16:48:23      -17.7605            -17.067             -17.7544            -17.424             
 2018-08-08_16:48:33      -17.7475            -17.0509            -17.746             -17.4011            
 2018-08-08_16:48:43      -17.746             -17.0403            -17.7475            -17.3973            
 2018-08-08_16:48:53      -17.7464            -17.0563            -17.749             -17.3965            
 2018-08-08_16:49:03      -17.7525            -17.0589            -17.7517            -17.4076            
 2018-08-08_16:49:13      -17.7612            -17.0578            -17.7517            -17.4088            
 2018-08-08_16:49:23      -17.7685            -17.0681            -17.7597            -17.4141            
 2018-08-08_16:49:33      -17.7727            -17.067             -17.77              -17.421             
 2018-08-08_16:49:43      -17.7727            -17.0666            -17.7639            -17.4294            
 2018-08-08_16:49:53      -17.7643            -17.0685            -17.7673            -17.4328            
 2018-08-08_16:50:03      -17.7662            -17.0769            -17.7666            -17.4278            
 2018-08-08_16:50:13      -17.7612            -17.0784            -17.7601            -17.4305            
 2018-08-08_16:50:23      -17.7601            -17.0795            -17.7654            -17.4324            
 2018-08-08_16:50:33      -17.7521            -17.0738            -17.7635            -17.4286            
 2018-08-08_16:50:43      -17.7673            -17.0746            -17.7681            -17.4156            
 2018-08-08_16:50:53      -17.778             -17.0906            -17.7727            -17.4305            
 2018-08-08_16:51:03      -17.7773            -17.0792            -17.767             -17.4343            
 2018-08-08_16:51:13      -17.765             -17.0818            -17.7666            -17.4374            
 2018-08-08_16:51:23      -17.7765            -17.0849            -17.7818            -17.4232            
 2018-08-08_16:51:33      -17.7765            -17.07              -17.7845            -17.4305            
 2018-08-08_16:51:43      -17.7723            -17.0757            -17.7814            -17.4217            
 2018-08-08_16:51:53      -17.9668            -17.0822            -18.1133            -17.4232            
 2018-08-08_16:52:03      -18.6188            -17.3847            -18.7332            -17.8432            
 2018-08-08_16:52:13      -19.1032            -18.1458            -19.1914            -18.5719            
 2018-08-08_16:52:23      -19.4885            -18.6653            -19.5511            -19.08              
 2018-08-08_16:52:33      -19.7739            -19.0144            -19.8265            -19.4187            
 2018-08-08_16:52:43      -19.9711            -19.2734            -20.0111            -19.6667            
 2018-08-08_16:52:53      -20.126             -19.4443            -20.1447            -19.817             
 2018-08-08_16:53:03      -20.2354            -19.5446            -20.2587            -19.9177            
 2018-08-08_16:53:13      -20.3102            -19.606             -20.3346            -19.9867            
 2018-08-08_16:53:23      -20.3785            -19.6545            -20.3888            -20.0363            
 2018-08-08_16:53:33      -20.4063            -19.6842            -20.4155            -20.0478            
 2018-08-08_16:53:43      -20.4254            -19.706             -20.4422            -20.0825            
 2018-08-08_16:53:53      -20.4483            -19.7086            -20.4552            -20.0844            
