 TIME                     Farbe_links [C]     Farbe_rechts [C]    Tape_links [C]      Tape_rechts [C]     
 2018-08-08_17:54:13      -23.9967            -23.4032            -24.0185            -23.7793            
 2018-08-08_17:54:23      -23.9899            -23.3913            -24.0089            -23.7804            
 2018-08-08_17:54:33      -23.9822            -23.4016            -24.0116            -23.7839            
 2018-08-08_17:54:43      -23.9838            -23.4047            -24.0089            -23.7961            
 2018-08-08_17:54:53      -23.9746            -23.4138            -24.0044            -23.7972            
 2018-08-08_17:55:03      -23.9815            -23.4127            -24.0009            -23.7823            
 2018-08-08_17:55:13      -23.9944            -23.4222            -24.0189            -23.7774            
 2018-08-08_17:55:23      -24.0059            -23.4482            -24.0223            -23.8052            
 2018-08-08_17:55:33      -24.0074            -23.4398            -24.0372            -23.7965            
 2018-08-08_17:55:43      -23.9929            -23.4352            -24.0341            -23.8159            
 2018-08-08_17:55:53      -24.0158            -23.4413            -24.0379            -23.8235            
 2018-08-08_17:56:03      -24.0318            -23.4398            -24.0452            -23.8182            
 2018-08-08_17:56:13      -24.0246            -23.439             -24.0471            -23.8194            
 2018-08-08_17:56:23      -24.0295            -23.4344            -24.0547            -23.8094            
 2018-08-08_17:56:33      -24.0295            -23.4383            -24.0429            -23.801             
 2018-08-08_17:56:43      -24.0303            -23.4436            -24.0608            -23.8094            
 2018-08-08_17:56:53      -24.0353            -23.4451            -24.0593            -23.8144            
 2018-08-08_17:57:03      -24.0345            -23.4489            -24.0646            -23.8293            
 2018-08-08_17:57:13      -24.0261            -23.4398            -24.0639            -23.8304            
 2018-08-08_17:57:23      -24.0349            -23.4634            -24.0646            -23.8361            
 2018-08-08_17:57:33      -24.0417            -23.4764            -24.0631            -23.8483            
 2018-08-08_17:57:43      -24.0452            -23.4745            -24.0822            -23.8457            
 2018-08-08_17:57:53      -24.0623            -23.4943            -24.0936            -23.8598            
 2018-08-08_17:58:03      -24.0704            -23.4856            -24.0982            -23.8441            
 2018-08-08_17:58:13      -24.0719            -23.4837            -24.1028            -23.8503            
 2018-08-08_17:58:23      -24.086             -23.4825            -24.1047            -23.8625            
 2018-08-08_17:58:33      -24.0692            -23.4867            -24.0952            -23.8686            
 2018-08-08_17:58:43      -24.0772            -23.4909            -24.1093            -23.8712            
 2018-08-08_17:58:53      -24.0913            -23.5008            -24.1112            -23.8716            
 2018-08-08_17:59:03      -24.0963            -23.5138            -24.1188            -23.8693            
 2018-08-08_17:59:13      -24.099             -23.51              -24.1333            -23.8945            
 2018-08-08_17:59:23      -24.1055            -23.5054            -24.136             -23.8693            
 2018-08-08_17:59:33      -24.0974            -23.5199            -24.1348            -23.8914            
 2018-08-08_17:59:43      -24.1016            -23.5142            -24.1177            -23.8869            
 2018-08-08_17:59:53      -24.0952            -23.5126            -24.11              -23.896             
 2018-08-08_18:00:03      -24.094             -23.5119            -24.1184            -23.8873            
 2018-08-08_18:00:13      -24.1047            -23.5256            -24.1333            -23.8998            
 2018-08-08_18:00:23      -24.1253            -23.5294            -24.1428            -23.9063            
 2018-08-08_18:00:33      -24.1211            -23.5241            -24.16              -23.8998            
 2018-08-08_18:00:43      -24.1394            -23.5409            -24.1703            -23.9006            
 2018-08-08_18:00:53      -24.1261            -23.5287            -24.1623            -23.9014            
 2018-08-08_18:01:03      -24.1428            -23.5512            -24.1722            -23.9155            
 2018-08-08_18:01:13      -24.1455            -23.5577            -24.1829            -23.9342            
 2018-08-08_18:01:23      -24.157             -23.5714            -24.1646            -23.9376            
 2018-08-08_18:01:33      -24.1718            -23.5779            -24.1882            -23.9418            
 2018-08-08_18:01:43      -24.184             -23.5813            -24.1985            -23.9388            
 2018-08-08_18:01:53      -24.189             -23.5832            -24.2123            -23.9479            
 2018-08-08_18:02:03      -24.1768            -23.576             -24.2123            -23.9639            
 2018-08-08_18:02:13      -24.184             -23.597             -24.2142            -23.9662            
 2018-08-08_18:02:23      -24.189             -23.6034            -24.2062            -23.978             
 2018-08-08_18:02:33      -24.1951            -23.5989            -24.2249            -23.9792            
 2018-08-08_18:02:43      -24.205             -23.6206            -24.2279            -23.9956            
 2018-08-08_18:02:53      -24.2016            -23.6313            -24.234             -24.0002            
 2018-08-08_18:03:03      -24.1997            -23.6286            -24.234             -23.9822            
 2018-08-08_18:03:13      -24.2023            -23.6271            -24.2355            -24.015             
 2018-08-08_18:03:23      -24.2188            -23.6439            -24.2447            -24.0097            
 2018-08-08_18:03:33      -24.2245            -23.6164            -24.2397            -23.9922            
 2018-08-08_18:03:43      -24.2111            -23.613             -24.234             -24.0005            
 2018-08-08_18:03:53      -24.1989            -23.6164            -24.2439            -23.9964            
 2018-08-08_18:04:03      -24.2077            -23.6198            -24.2447            -23.9914            
 2018-08-08_18:04:13      -24.2138            -23.5916            -24.2386            -23.983             
 2018-08-08_18:04:23      -24.2226            -23.6244            -24.2363            -23.9716            
 2018-08-08_18:04:33      -24.2073            -23.613             -24.2352            -23.9906            
 2018-08-08_18:04:43      -24.2065            -23.6408            -24.2233            -24.015             
 2018-08-08_18:04:53      -24.2062            -23.6431            -24.2279            -24.015             
 2018-08-08_18:05:03      -24.1951            -23.6263            -24.2268            -23.9979            
 2018-08-08_18:05:13      -24.21              -23.6324            -24.2363            -24.0097            
 2018-08-08_18:05:23      -24.2195            -23.6412            -24.242             -24.0017            
 2018-08-08_18:05:33      -24.2207            -23.6477            -24.2546            -24.0356            
 2018-08-08_18:05:43      -24.2416            -23.6599            -24.2596            -24.0398            
 2018-08-08_18:05:53      -24.2401            -23.6595            -24.2722            -24.0253            
 2018-08-08_18:06:03      -24.2569            -23.6618            -24.2886            -24.0318            
 2018-08-08_18:06:13      -24.2596            -23.6732            -24.2836            -24.0387            
 2018-08-08_18:06:23      -24.2573            -23.6855            -24.2886            -24.0528            
 2018-08-08_18:06:33      -24.2523            -23.6862            -24.2924            -24.0562            
 2018-08-08_18:06:43      -24.2569            -23.6832            -24.2844            -24.049             
 2018-08-08_18:06:53      -24.2569            -23.6755            -24.2905            -24.0784            
 2018-08-08_18:07:03      -24.2512            -23.6832            -24.2817            -24.0585            
 2018-08-08_18:07:13      -24.2565            -23.6755            -24.2798            -24.0467            
 2018-08-08_18:07:23      -24.2645            -23.6996            -24.2943            -24.0677            
 2018-08-08_18:07:33      -24.2744            -23.7022            -24.2981            -24.0627            
 2018-08-08_18:07:43      -24.2691            -23.6977            -24.3073            -24.0685            
 2018-08-08_18:07:53      -24.2729            -23.6893            -24.3034            -24.0776            
 2018-08-08_18:08:03      -24.2702            -23.6908            -24.3061            -24.0807            
 2018-08-08_18:08:13      -24.2668            -23.7064            -24.3172            -24.0734            
 2018-08-08_18:08:23      -24.2874            -23.7114            -24.3183            -24.0952            
 2018-08-08_18:08:33      -24.2882            -23.6977            -24.324             -24.0746            
 2018-08-08_18:08:43      -24.3107            -23.7072            -24.3355            -24.0746            
 2018-08-08_18:08:53      -24.3191            -23.7206            -24.3423            -24.0948            
 2018-08-08_18:09:03      -24.3076            -23.7293            -24.3401            -24.1127            
 2018-08-08_18:09:13      -24.305             -23.7324            -24.3343            -24.1104            
 2018-08-08_18:09:23      -24.3145            -23.7225            -24.3488            -24.1047            
 2018-08-08_18:09:33      -24.3111            -23.7221            -24.3469            -24.094             
 2018-08-08_18:09:43      -24.3172            -23.7259            -24.3538            -24.115             
 2018-08-08_18:09:53      -24.3263            -23.7457            -24.3549            -24.1158            
 2018-08-08_18:10:03      -24.3176            -23.7297            -24.3538            -24.1035            
 2018-08-08_18:10:13      -24.3362            -23.7461            -24.3622            -24.1024            
 2018-08-08_18:10:23      -24.3149            -23.737             -24.3538            -24.118             
 2018-08-08_18:10:33      -24.3248            -23.748             -24.3546            -24.1177            
 2018-08-08_18:10:43      -24.3309            -23.7663            -24.3561            -24.1341            
 2018-08-08_18:10:53      -24.3404            -23.7743            -24.3614            -24.1501            
 2018-08-08_18:11:03      -24.3317            -23.769             -24.3736            -24.1302            
 2018-08-08_18:11:13      -24.3389            -23.7572            -24.3679            -24.1245            
 2018-08-08_18:11:23      -24.3355            -23.737             -24.361             -24.1249            
 2018-08-08_18:11:33      -24.3286            -23.7354            -24.366             -24.1234            
 2018-08-08_18:11:43      -24.329             -23.7492            -24.3641            -24.1127            
 2018-08-08_18:11:53      -24.3462            -23.7572            -24.3637            -24.1192            
 2018-08-08_18:12:03      -24.3401            -23.7518            -24.3713            -24.1329            
 2018-08-08_18:12:13      -24.3267            -23.7476            -24.3607            -24.1318            
 2018-08-08_18:12:23      -24.3282            -23.7495            -24.3622            -24.1516            
 2018-08-08_18:12:33      -24.3256            -23.7522            -24.3629            -24.1302            
 2018-08-08_18:12:43      -24.3317            -23.7488            -24.3683            -24.1333            
 2018-08-08_18:12:53      -24.3324            -23.7541            -24.3614            -24.1341            
 2018-08-08_18:13:03      -24.3385            -23.748             -24.369             -24.1245            
 2018-08-08_18:13:13      -24.3298            -23.7686            -24.3641            -24.1425            
 2018-08-08_18:13:23      -24.3271            -23.7579            -24.3626            -24.1589            
 2018-08-08_18:13:33      -24.3313            -23.7617            -24.3599            -24.1467            
 2018-08-08_18:13:43      -24.332             -23.7617            -24.3706            -24.1341            
 2018-08-08_18:13:53      -24.3309            -23.7747            -24.3721            -24.139             
 2018-08-08_18:14:03      -24.3431            -23.7556            -24.3752            -24.1272            
 2018-08-08_18:14:13      -24.3507            -23.7709            -24.3687            -24.157             
 2018-08-08_18:14:23      -24.3431            -23.7686            -24.3763            -24.168             
 2018-08-08_18:14:33      -24.3462            -23.7732            -24.3832            -24.1371            
 2018-08-08_18:14:43      -24.35              -23.7926            -24.3881            -24.1478            
 2018-08-08_18:14:53      -24.3549            -23.7839            -24.3881            -24.1608            
 2018-08-08_18:15:03      -24.3587            -23.7854            -24.3904            -24.1745            
 2018-08-08_18:15:13      -24.3591            -23.7892            -24.4015            -24.1531            
 2018-08-08_18:15:23      -24.3599            -23.79              -24.3919            -24.1562            
 2018-08-08_18:15:33      -24.3729            -23.8091            -24.398             -24.157             
 2018-08-08_18:15:43      -24.3835            -23.8014            -24.4083            -24.1745            
 2018-08-08_18:15:53      -24.3858            -23.801             -24.4164            -24.1749            
 2018-08-08_18:16:03      -24.3965            -23.8037            -24.4347            -24.1821            
 2018-08-08_18:16:13      -24.382             -23.8232            -24.4209            -24.2004            
 2018-08-08_18:16:23      -24.3904            -23.8396            -24.4263            -24.2088            
 2018-08-08_18:16:33      -24.4022            -23.8201            -24.4331            -24.1951            
 2018-08-08_18:16:43      -24.3927            -23.8049            -24.4316            -24.1867            
 2018-08-08_18:16:53      -24.3832            -23.8052            -24.4133            -24.1577            
 2018-08-08_18:17:03      -24.3839            -23.8037            -24.4125            -24.1768            
 2018-08-08_18:17:13      -24.3935            -23.8094            -24.4259            -24.1665            
 2018-08-08_18:17:23      -24.403             -23.7988            -24.4331            -24.1714            
 2018-08-08_18:17:33      -24.4026            -23.8113            -24.4244            -24.1776            
 2018-08-08_18:17:43      -24.3919            -23.8014            -24.4308            -24.1974            
 2018-08-08_18:17:53      -24.3904            -23.8041            -24.4278            -24.1913            
 2018-08-08_18:18:03      -24.3858            -23.8174            -24.4228            -24.1798            
 2018-08-08_18:18:13      -24.3916            -23.8235            -24.4282            -24.1932            
 2018-08-08_18:18:23      -24.4064            -23.8335            -24.4331            -24.2088            
 2018-08-08_18:18:33      -24.39              -23.8327            -24.4339            -24.2069            
 2018-08-08_18:18:43      -24.4072            -23.8472            -24.4408            -24.2043            
 2018-08-08_18:18:53      -24.4118            -23.8434            -24.4492            -24.2123            
 2018-08-08_18:19:03      -24.4171            -23.8495            -24.44              -24.2195            
 2018-08-08_18:19:13      -24.3935            -23.8434            -24.4469            -24.2142            
 2018-08-08_18:19:23      -24.4087            -23.8327            -24.453             -24.2073            
 2018-08-08_18:19:33      -24.4217            -23.8358            -24.4457            -24.2001            
 2018-08-08_18:19:43      -24.4171            -23.8289            -24.4438            -24.1962            
 2018-08-08_18:19:53      -24.4118            -23.8167            -24.4408            -24.1943            
 2018-08-08_18:20:03      -24.4102            -23.827             -24.4453            -24.2077            
 2018-08-08_18:20:13      -24.395             -23.8213            -24.4389            -24.2119            
 2018-08-08_18:20:23      -24.3969            -23.8274            -24.4316            -24.2088            
 2018-08-08_18:20:33      -24.4068            -23.8499            -24.4442            -24.2043            
 2018-08-08_18:20:43      -24.4087            -23.8441            -24.4419            -24.2142            
 2018-08-08_18:20:53      -24.4141            -23.8506            -24.4556            -24.2065            
 2018-08-08_18:21:03      -24.4198            -23.8556            -24.4537            -24.2256            
 2018-08-08_18:21:13      -24.4259            -23.8724            -24.4675            -24.2393            
 2018-08-08_18:21:23      -24.432             -23.8617            -24.4606            -24.2302            
 2018-08-08_18:21:33      -24.4373            -23.8693            -24.4713            -24.2424            
 2018-08-08_18:21:43      -24.4526            -23.8762            -24.4835            -24.2416            
 2018-08-08_18:21:53      -24.4411            -23.8625            -24.4793            -24.2294            
 2018-08-08_18:22:03      -24.4492            -23.8693            -24.4839            -24.231             
 2018-08-08_18:22:13      -24.4457            -23.8686            -24.4827            -24.2287            
 2018-08-08_18:22:23      -24.4537            -23.8586            -24.4797            -24.2142            
 2018-08-08_18:22:33      -24.4534            -23.8579            -24.485             -24.2241            
 2018-08-08_18:22:43      -24.4438            -23.8461            -24.4804            -24.239             
 2018-08-08_18:22:53      -24.4328            -23.8525            -24.4568            -24.2283            
 2018-08-08_18:23:03      -24.4225            -23.8594            -24.4637            -24.229             
 2018-08-08_18:23:13      -24.4263            -23.8564            -24.448             -24.2218            
 2018-08-08_18:23:23      -24.4179            -23.83              -24.4476            -24.2199            
 2018-08-08_18:23:33      -24.4202            -23.8411            -24.4579            -24.2256            
 2018-08-08_18:23:43      -24.4377            -23.848             -24.4678            -24.2203            
 2018-08-08_18:23:53      -24.4251            -23.864             -24.4587            -24.218             
 2018-08-08_18:24:03      -24.4209            -23.8632            -24.4503            -24.2168            
 2018-08-08_18:24:13      -24.4091            -23.8434            -24.4453            -24.1997            
 2018-08-08_18:24:23      -24.4129            -23.8243            -24.4549            -24.202             
 2018-08-08_18:24:33      -24.419             -23.8247            -24.4541            -24.189             
 2018-08-08_18:24:43      -24.4041            -23.8033            -24.4484            -24.1695            
 2018-08-08_18:24:53      -24.3858            -23.7831            -24.4232            -24.1611            
 2018-08-08_18:25:03      -24.3813            -23.7823            -24.4232            -24.1596            
 2018-08-08_18:25:13      -24.3961            -23.7759            -24.4247            -24.1528            
 2018-08-08_18:25:23      -24.3958            -23.7957            -24.427             -24.1646            
 2018-08-08_18:25:33      -24.3866            -23.7881            -24.424             -24.1585            
 2018-08-08_18:25:43      -24.3889            -23.7972            -24.4198            -24.1684            
 2018-08-08_18:25:53      -24.3858            -23.8136            -24.4228            -24.1791            
 2018-08-08_18:26:03      -24.3874            -23.8052            -24.4297            -24.1707            
 2018-08-08_18:26:13      -24.3954            -23.8068            -24.4293            -24.1665            
 2018-08-08_18:26:23      -20.8664            -19.8898            -19.3138            -19.2394            
 2018-08-08_18:26:33      -14.0995            -13.0539            -12.8784            -12.59              
 2018-08-08_18:26:43      -8.95               -8.1165             -8.1207             -7.7774             
 2018-08-08_18:26:53      -5.2616             -4.6528             -4.6192             -4.3129             
 2018-08-08_18:27:03      -2.2289             -1.7593             -1.7052             -1.4614             
 2018-08-08_18:27:13      -0.0988             -0.0465             0.2286              0.211               
 2018-08-08_18:27:23      0.8575              0.9583              1.1927              1.2361              
 2018-08-08_18:27:33      2.6509              2.8651              2.9121              3.0691              
 2018-08-08_18:27:43      4.3437              4.5594              4.6069              4.7402              
 2018-08-08_18:27:53      5.7602              5.9376              5.9939              6.0953              
 2018-08-08_18:28:03      6.9366              7.0704              7.1477              7.211               
 2018-08-08_18:28:13      7.9509              8.0276              8.1924              8.1787              
 2018-08-08_18:28:23      8.9596              9.1179              9.18                9.242               
 2018-08-08_18:28:33      9.8407              9.8818              9.971               10.0032             
 2018-08-08_18:28:43      10.4537             10.5252             10.6227             10.6274             
 2018-08-08_18:28:53      10.9937             11.0529             11.1176             11.1324             
 2018-08-08_18:29:03      11.4815             11.4767             11.5426             11.5339             
 2018-08-08_18:29:13      11.8087             11.7988             11.8914             11.8657             
 2018-08-08_18:29:23      12.0901             12.0742             12.1792             12.1411             
 2018-08-08_18:29:33      12.3383             12.316              12.4227             12.3761             
 2018-08-08_18:29:43      12.5703             12.5373             12.6493             12.5917             
 2018-08-08_18:29:53      12.7601             12.7269             12.8412             12.7796             
 2018-08-08_18:30:03      12.9283             12.8969             13.0076             12.9452             
 2018-08-08_18:30:13      13.0972             13.0429             13.168              13.0935             
 2018-08-08_18:30:23      13.2319             13.1762             13.3055             13.224              
 2018-08-08_18:30:33      13.3504             13.294              13.4272             13.3516             
 2018-08-08_18:30:43      13.4599             13.4085             13.5324             13.4674             
