 TIME                     Farbe_links [C]     Farbe_rechts [C]    Tape_links [C]      Tape_rechts [C]     
 2018-08-09_17:09:47      9.9e+37             -19.9024            -19.1689            -20.0768            
 2018-08-09_17:09:57      9.9e+37             -19.9074            -19.1833            -20.0642            
 2018-08-09_17:10:08      9.9e+37             -19.9215            -19.2001            -20.0928            
 2018-08-09_17:10:19      9.9e+37             -19.9242            -19.199             -20.0912            
 2018-08-09_17:10:29      9.9e+37             -19.9158            -19.2055            -20.0699            
 2018-08-09_17:10:40      9.9e+37             -19.9158            -19.1978            -20.0695            
 2018-08-09_17:10:51      9.9e+37             -19.9181            -19.1841            -20.0684            
 2018-08-09_17:11:01      9.9e+37             -19.9188            -19.1875            -20.0768            
 2018-08-09_17:11:12      9.9e+37             -19.9234            -19.1715            -20.0771            
 2018-08-09_17:11:23      9.9e+37             -19.92              -19.1727            -20.0691            
 2018-08-09_17:11:33      9.9e+37             -19.9146            -19.1704            -20.0779            
 2018-08-09_17:11:44      9.9e+37             -19.9261            -19.1654            -20.0943            
 2018-08-09_17:11:55      9.9e+37             -19.9245            -19.1822            -20.0905            
 2018-08-09_17:12:05      9.9e+37             -19.9318            -19.199             -20.0882            
 2018-08-09_17:12:16      9.9e+37             -19.9341            -19.1803            -20.0901            
 2018-08-09_17:12:27      9.9e+37             -19.9261            -19.1681            -20.089             
 2018-08-09_17:12:37      9.9e+37             -19.9402            -19.1582            -20.0863            
 2018-08-09_17:12:48      9.9e+37             -19.9295            -19.1986            -20.0729            
 2018-08-09_17:12:59      9.9e+37             -19.9348            -19.1978            -20.0932            
 2018-08-09_17:13:09      9.9e+37             -19.9394            -19.191             -20.0916            
 2018-08-09_17:13:20      9.9e+37             -19.9326            -19.1933            -20.0771            
 2018-08-09_17:13:31      9.9e+37             -19.9207            -19.1845            -20.0909            
 2018-08-09_17:13:41      9.9e+37             -19.9295            -19.1696            -20.0912            
 2018-08-09_17:13:52      9.9e+37             -19.9284            -19.1788            -20.0745            
 2018-08-09_17:14:03      9.9e+37             -19.9257            -19.1963            -20.0676            
 2018-08-09_17:14:13      9.9e+37             -19.9158            -19.1845            -20.0737            
 2018-08-09_17:14:24      9.9e+37             -19.9104            -19.1933            -20.0523            
 2018-08-09_17:14:35      9.9e+37             -19.9047            -19.1761            -20.0699            
 2018-08-09_17:14:45      9.9e+37             -19.9409            -19.5385            -20.3278            
 2018-08-09_17:14:56      9.9e+37             -20.3796            -19.8196            -20.7024            
 2018-08-09_17:15:06      9.9e+37             -20.6818            -20.0607            -20.9644            
 2018-08-09_17:15:17      9.9e+37             -20.9068            -20.2274            -21.1411            
 2018-08-09_17:15:28      9.9e+37             -21.0636            -20.3529            -21.278             
 2018-08-09_17:15:38      9.9e+37             -21.1708            -20.4594            -21.3665            
 2018-08-09_17:15:49      9.9e+37             -21.2399            -20.5273            -21.4142            
 2018-08-09_17:16:00      9.9e+37             -21.2879            -20.5627            -21.4886            
 2018-08-09_17:16:10      9.9e+37             -21.3203            -20.575             -21.5153            
 2018-08-09_17:16:21      9.9e+37             -21.3524            -20.5956            -21.524             
 2018-08-09_17:16:32      9.9e+37             -21.3585            -20.6253            -21.5275            
 2018-08-09_17:16:42      9.9e+37             -21.373             -20.6337            -21.5385            
 2018-08-09_17:16:53      9.9e+37             -21.3699            -20.6371            -21.5385            
 2018-08-09_17:17:04      9.9e+37             -21.376             -20.6383            -21.5401            
 2018-08-09_17:17:14      9.9e+37             -21.36              -20.6268            -21.5347            
 2018-08-09_17:17:25      9.9e+37             -21.3791            -20.6154            -21.5405            
 2018-08-09_17:17:36      9.9e+37             -21.3867            -20.6448            -21.5549            
 2018-08-09_17:17:46      9.9e+37             -21.389             -20.6589            -21.5553            
 2018-08-09_17:17:57      9.9e+37             -21.3799            -20.6612            -21.5431            
 2018-08-09_17:18:08      9.9e+37             -21.373             -20.6284            -21.5523            
 2018-08-09_17:18:18      9.9e+37             -21.3921            -20.6345            -21.5645            
 2018-08-09_17:18:29      9.9e+37             -21.405             -20.6387            -21.5797            
 2018-08-09_17:18:40      9.9e+37             -21.4005            -20.6516            -21.5767            
 2018-08-09_17:18:50      9.9e+37             -21.3959            -20.6558            -21.5538            
 2018-08-09_17:19:01      9.9e+37             -21.3882            -20.6715            -21.5485            
 2018-08-09_17:19:12      9.9e+37             -21.3825            -20.6718            -21.5427            
 2018-08-09_17:19:22      9.9e+37             -21.3848            -20.6688            -21.5473            
 2018-08-09_17:19:33      9.9e+37             -21.4172            -20.6902            -21.5637            
 2018-08-09_17:19:44      9.9e+37             -21.4127            -20.6692            -21.5801            
 2018-08-09_17:19:54      9.9e+37             -21.4088            -20.6703            -21.5759            
 2018-08-09_17:20:05      9.9e+37             -21.4043            -20.6802            -21.5656            
 2018-08-09_17:20:16      9.9e+37             -21.4027            -20.6669            -21.5813            
 2018-08-09_17:20:26      9.9e+37             -21.4245            -20.6749            -21.5813            
 2018-08-09_17:20:37      9.9e+37             -21.4115            -20.6688            -21.5897            
 2018-08-09_17:20:48      9.9e+37             -21.4027            -20.6688            -21.5797            
 2018-08-09_17:20:58      9.9e+37             -21.4073            -20.644             -21.5797            
 2018-08-09_17:21:09      9.9e+37             -21.4184            -20.6379            -21.5775            
 2018-08-09_17:21:20      9.9e+37             -21.4191            -20.649             -21.5805            
 2018-08-09_17:21:30      9.9e+37             -21.4172            -20.6451            -21.5927            
 2018-08-09_17:21:41      9.9e+37             -21.4203            -20.6345            -21.5889            
 2018-08-09_17:21:52      9.9e+37             -21.41              -20.6341            -21.5858            
 2018-08-09_17:22:02      9.9e+37             -21.4256            -20.6551            -21.5897            
 2018-08-09_17:22:13      9.9e+37             -21.4287            -20.6543            -21.5755            
 2018-08-09_17:22:24      9.9e+37             -21.4172            -20.6341            -21.5767            
 2018-08-09_17:22:34      9.9e+37             -21.41              -20.6154            -21.5885            
 2018-08-09_17:22:45      9.9e+37             -21.4188            -20.6345            -21.5813            
 2018-08-09_17:22:56      9.9e+37             -21.4104            -20.6528            -21.5813            
 2018-08-09_17:23:06      9.9e+37             -21.4054            -20.6646            -21.5736            
 2018-08-09_17:23:17      9.9e+37             -21.4111            -20.6375            -21.5691            
 2018-08-09_17:23:28      9.9e+37             -21.4085            -20.652             -21.5691            
 2018-08-09_17:23:38      9.9e+37             -21.4066            -20.6413            -21.5744            
 2018-08-09_17:23:49      9.9e+37             -21.4092            -20.6394            -21.5755            
 2018-08-09_17:24:00      9.9e+37             -21.4119            -20.6589            -21.5832            
 2018-08-09_17:24:10      9.9e+37             -21.4096            -20.6535            -21.5767            
 2018-08-09_17:24:21      9.9e+37             -21.4119            -20.6676            -21.5794            
 2018-08-09_17:24:32      9.9e+37             -21.4188            -20.6738            -21.5813            
 2018-08-09_17:24:42      9.9e+37             -21.4134            -20.6726            -21.5874            
 2018-08-09_17:24:53      9.9e+37             -21.4191            -20.6635            -21.5847            
 2018-08-09_17:25:04      9.9e+37             -21.4043            -20.6619            -21.5603            
 2018-08-09_17:25:14      9.9e+37             -21.3921            -20.6673            -21.5645            
 2018-08-09_17:25:25      9.9e+37             -21.4096            -20.6585            -21.5805            
 2018-08-09_17:25:36      9.9e+37             -21.4287            -20.6535            -21.5919            
 2018-08-09_17:25:46      9.9e+37             -21.4272            -20.6711            -21.5866            
 2018-08-09_17:25:57      9.9e+37             -21.4111            -20.6581            -21.5702            
 2018-08-09_17:26:08      9.9e+37             -21.4081            -20.6394            -21.5691            
 2018-08-09_17:26:18      9.9e+37             -21.4226            -20.6528            -21.5744            
 2018-08-09_17:26:29      9.9e+37             -21.4157            -20.6646            -21.5733            
 2018-08-09_17:26:40      9.9e+37             -21.3844            -20.6326            -21.5187            
 2018-08-09_17:26:50      9.9e+37             -21.3299            -20.5658            -21.4809            
 2018-08-09_17:27:01      9.9e+37             -21.2906            -20.5147            -21.4363            
 2018-08-09_17:27:12      9.9e+37             -21.2791            -20.8534            -21.6354            
 2018-08-09_17:27:22      9.9e+37             -21.6621            -21.067             -21.944             
 2018-08-09_17:27:33      9.9e+37             -21.9238            -21.2139            -22.1725            
 2018-08-09_17:27:44      9.9e+37             -22.1039            -21.3326            -22.303             
 2018-08-09_17:27:54      9.9e+37             -22.197             -21.4348            -22.4041            
 2018-08-09_17:28:05      9.9e+37             -22.2664            -21.4916            -22.4419            
 2018-08-09_17:28:16      9.9e+37             -22.3099            -21.537             -22.4945            
 2018-08-09_17:28:26      9.9e+37             -22.3438            -21.5759            -22.5147            
 2018-08-09_17:28:37      9.9e+37             -22.3648            -21.5759            -22.541             
 2018-08-09_17:28:48      9.9e+37             -22.3679            -21.5908            -22.5407            
 2018-08-09_17:28:58      9.9e+37             -22.3808            -21.5912            -22.5273            
 2018-08-09_17:29:09      9.9e+37             -22.3778            -21.6133            -22.5365            
 2018-08-09_17:29:20      9.9e+37             -22.3961            -21.6118            -22.5594            
 2018-08-09_17:29:30      9.9e+37             -22.4133            -21.6164            -22.5639            
 2018-08-09_17:29:41      9.9e+37             -22.4007            -21.6034            -22.5475            
 2018-08-09_17:29:52      9.9e+37             -22.4052            -21.6148            -22.5758            
 2018-08-09_17:30:02      9.9e+37             -22.4113            -21.6286            -22.5521            
 2018-08-09_17:30:13      9.9e+37             -22.411             -21.6267            -22.5601            
 2018-08-09_17:30:24      9.9e+37             -22.3991            -21.6156            -22.5555            
 2018-08-09_17:30:34      9.9e+37             -22.406             -21.6335            -22.5502            
 2018-08-09_17:30:45      9.9e+37             -22.4098            -21.6324            -22.5666            
 2018-08-09_17:30:56      9.9e+37             -22.4243            -21.6309            -22.58              
 2018-08-09_17:31:06      9.9e+37             -22.4236            -21.6484            -22.5525            
 2018-08-09_17:31:17      9.9e+37             -22.4075            -21.6404            -22.5552            
 2018-08-09_17:31:28      9.9e+37             -22.4068            -21.6316            -22.5544            
 2018-08-09_17:31:38      9.9e+37             -22.3999            -21.6206            -22.5513            
 2018-08-09_17:31:49      9.9e+37             -22.4075            -21.6263            -22.5441            
 2018-08-09_17:32:00      9.9e+37             -22.4049            -21.6019            -22.5517            
 2018-08-09_17:32:10      9.9e+37             -22.393             -21.5965            -22.5395            
 2018-08-09_17:32:21      9.9e+37             -22.3911            -21.5961            -22.5449            
 2018-08-09_17:32:32      9.9e+37             -22.3858            -21.5919            -22.5227            
 2018-08-09_17:32:42      9.9e+37             -22.3846            -21.5752            -22.5395            
 2018-08-09_17:32:53      9.9e+37             -22.398             -21.5599            -22.5483            
 2018-08-09_17:33:04      9.9e+37             -22.4056            -21.563             -22.5372            
 2018-08-09_17:33:14      9.9e+37             -22.3915            -21.5691            -22.525             
 2018-08-09_17:33:25      9.9e+37             -22.3915            -21.5939            -22.5311            
 2018-08-09_17:33:36      9.9e+37             -22.3965            -21.5691            -22.5441            
 2018-08-09_17:33:46      9.9e+37             -22.4049            -21.579             -22.5388            
 2018-08-09_17:33:57      9.9e+37             -22.4113            -21.5775            -22.5384            
 2018-08-09_17:34:08      9.9e+37             -22.4178            -21.5611            -22.5323            
 2018-08-09_17:34:18      9.9e+37             -22.3969            -21.5813            -22.5349            
 2018-08-09_17:34:29      9.9e+37             -22.3869            -21.5736            -22.5178            
 2018-08-09_17:34:40      9.9e+37             -22.3793            -21.5645            -22.5273            
 2018-08-09_17:34:50      9.9e+37             -22.3785            -21.5679            -22.5151            
 2018-08-09_17:35:01      9.9e+37             -22.3625            -21.5565            -22.5002            
 2018-08-09_17:35:11      9.9e+37             -22.3469            -21.5813            -22.4903            
 2018-08-09_17:35:22      9.9e+37             -22.3434            -21.5866            -22.4766            
 2018-08-09_17:35:33      9.9e+37             -22.3316            -21.5729            -22.4709            
 2018-08-09_17:35:43      9.9e+37             -22.3377            -21.5836            -22.4716            
 2018-08-09_17:35:54      9.9e+37             -22.3343            -21.5862            -22.467             
 2018-08-09_17:36:05      9.9e+37             -22.3312            -21.5897            -22.4663            
 2018-08-09_17:36:15      9.9e+37             -22.3511            -21.5508            -22.4983            
 2018-08-09_17:36:26      9.9e+37             -22.3469            -21.5523            -22.4819            
 2018-08-09_17:36:37      9.9e+37             -22.3408            -21.5515            -22.4823            
 2018-08-09_17:36:47      9.9e+37             -22.3434            -21.5424            -22.4899            
 2018-08-09_17:36:58      9.9e+37             -22.3366            -21.553             -22.4915            
 2018-08-09_17:37:09      9.9e+37             -22.3274            -21.5576            -22.4831            
 2018-08-09_17:37:19      9.9e+37             -22.3366            -21.5496            -22.4857            
 2018-08-09_17:37:30      9.9e+37             -22.3328            -21.5443            -22.4861            
 2018-08-09_17:37:41      9.9e+37             -22.3328            -21.5538            -22.4785            
 2018-08-09_17:37:51      9.9e+37             -22.3396            -21.5473            -22.4918            
 2018-08-09_17:38:02      9.9e+37             -22.3488            -21.5324            -22.4861            
 2018-08-09_17:38:13      9.9e+37             -22.3473            -21.5294            -22.4758            
 2018-08-09_17:38:23      9.9e+37             -22.3305            -21.5233            -22.4762            
 2018-08-09_17:38:34      9.9e+37             -22.3312            -21.5446            -22.4785            
 2018-08-09_17:38:45      9.9e+37             -22.3202            -21.5218            -22.4617            
 2018-08-09_17:38:55      9.9e+37             -22.3145            -21.5256            -22.4396            
 2018-08-09_17:39:06      9.9e+37             -22.3129            -21.6766            -22.5304            
 2018-08-09_17:39:17      9.9e+37             -22.5945            -21.9776            -22.8703            
 2018-08-09_17:39:27      9.9e+37             -22.8588            -22.2               -23.0877            
 2018-08-09_17:39:38      9.9e+37             -23.0396            -22.3644            -23.2315            
 2018-08-09_17:39:49      9.9e+37             -23.1651            -22.4571            -23.3528            
 2018-08-09_17:39:59      9.9e+37             -23.2609            -22.517             -23.436             
 2018-08-09_17:40:10      9.9e+37             -23.3196            -22.5471            -23.4959            
 2018-08-09_17:40:21      9.9e+37             -23.3658            -22.5739            -23.521             
 2018-08-09_17:40:31      9.9e+37             -23.3906            -22.6265            -23.5271            
 2018-08-09_17:40:42      9.9e+37             -23.4001            -22.649             -23.5287            
 2018-08-09_17:40:53      9.9e+37             -23.3994            -22.6452            -23.5428            
 2018-08-09_17:41:03      9.9e+37             -23.4001            -22.6414            -23.5424            
 2018-08-09_17:41:14      9.9e+37             -23.3906            -22.6418            -23.55              
 2018-08-09_17:41:25      9.9e+37             -23.4081            -22.6368            -23.5512            
 2018-08-09_17:41:35      9.9e+37             -23.3921            -22.6204            -23.5447            
 2018-08-09_17:41:46      9.9e+37             -23.394             -22.6265            -23.5306            
 2018-08-09_17:41:57      9.9e+37             -23.3898            -22.6048            -23.5123            
 2018-08-09_17:42:07      9.9e+37             -23.3742            -22.6055            -23.513             
 2018-08-09_17:42:18      9.9e+37             -23.3776            -22.6009            -23.5046            
 2018-08-09_17:42:29      9.9e+37             -23.3574            -22.5769            -23.5092            
 2018-08-09_17:42:39      9.9e+37             -23.3585            -22.5883            -23.5008            
 2018-08-09_17:42:50      9.9e+37             -23.3776            -22.5143            -23.5134            
 2018-08-09_17:43:01      9.9e+37             -23.3616            -22.4739            -23.6515            
 2018-08-09_17:43:11      9.9e+37             -23.3749            -22.5719            -23.6946            
 2018-08-09_17:43:22      9.9e+37             -23.3376            -22.525             -23.727             
 2018-08-09_17:43:33      9.9e+37             -23.8197            -23.5695            -24.4167            
 2018-08-09_17:43:43      9.9e+37             -24.5857            -24.6475            -25.1022            
 2018-08-09_17:43:54      9.9e+37             -25.2674            -25.4936            -25.7286            
 2018-08-09_17:44:05      9.9e+37             -25.8591            -26.1742            -26.2745            
 2018-08-09_17:44:15      9.9e+37             -26.3668            -26.7433            -26.7448            
 2018-08-09_17:44:26      9.9e+37             -26.8032            -27.2114            -27.1507            
 2018-08-09_17:44:37      9.9e+37             -27.1797            -27.61              -27.4971            
 2018-08-09_17:44:47      9.9e+37             -27.4982            -27.9423            -27.792             
 2018-08-09_17:44:58      9.9e+37             -27.7687            -28.2257            -28.0426            
 2018-08-09_17:45:09      9.9e+37             -28.0045            -28.4668            -28.2661            
 2018-08-09_17:45:19      9.9e+37             -28.2074            -28.6747            -28.4538            
 2018-08-09_17:45:30      9.9e+37             -28.381             -28.8528            -28.6133            
 2018-08-09_17:45:41      9.9e+37             -27.4311            -25.9308            -24.3843            
 2018-08-09_17:45:51      9.9e+37             -20.9499            -19.7876            -18.3548            
 2018-08-09_17:46:02      9.9e+37             -15.506             -14.6805            -13.4377            
 2018-08-09_17:46:13      9.9e+37             -11.1759            -10.5736            -9.531              
 2018-08-09_17:46:23      9.9e+37             -7.7332             -7.2777             -6.4178             
 2018-08-09_17:46:34      9.9e+37             -4.977              -4.6196             -3.9127             
 2018-08-09_17:46:45      9.9e+37             -2.7519             -2.4612             -1.8875             
 2018-08-09_17:46:55      9.9e+37             -0.9636             -0.7172             -0.3273             
 2018-08-09_17:47:06      9.9e+37             0.2217              0.4275              0.8515              
 2018-08-09_17:47:17      9.9e+37             1.5114              1.6799              2.0398              
