 TIME                     Farbe_links [C]     Farbe_rechts [C]    Tape_links [C]      Tape_rechts [C]     
 2018-07-30_16:39:39      -15.3549            -15.1993            -15.2618            -15.2428            
 2018-07-30_16:39:49      -15.3732            -15.2241            -15.2721            -15.2603            
 2018-07-30_16:39:59      -15.3805            -15.2206            -15.284             -15.274             
 2018-07-30_16:40:09      -15.3942            -15.1932            -15.2817            -15.2519            
 2018-07-30_16:40:19      -15.3873            -15.2096            -15.2893            -15.2603            
 2018-07-30_16:40:29      -15.3915            -15.2122            -15.2832            -15.255             
 2018-07-30_16:40:39      -15.3923            -15.2229            -15.2851            -15.2668            
 2018-07-30_16:40:49      -15.3954            -15.2161            -15.2748            -15.2687            
 2018-07-30_16:40:59      -15.395             -15.2245            -15.2779            -15.2649            
 2018-07-30_16:41:09      -15.3976            -15.2142            -15.2889            -15.2657            
 2018-07-30_16:41:19      -15.4011            -15.226             -15.2912            -15.2534            
 2018-07-30_16:41:29      -15.4034            -15.2245            -15.2935            -15.2611            
 2018-07-30_16:41:39      -15.4003            -15.2321            -15.2908            -15.2672            
 2018-07-30_16:41:49      -15.3984            -15.2267            -15.2855            -15.2672            
 2018-07-30_16:41:59      -15.39              -15.2302            -15.2924            -15.2718            
 2018-07-30_16:42:09      -15.3961            -15.2222            -15.2878            -15.2756            
 2018-07-30_16:42:19      -15.4015            -15.2298            -15.2771            -15.2756            
 2018-07-30_16:42:29      -15.3965            -15.2153            -15.287             -15.2565            
 2018-07-30_16:42:39      -15.3938            -15.1985            -15.2885            -15.25              
 2018-07-30_16:42:49      -15.9874            -15.2321            -15.9882            -15.2748            
 2018-07-30_16:42:59      -16.5215            -15.876             -16.5001            -16.0187            
 2018-07-30_16:43:09      -16.9361            -16.5337            -16.8991            -16.658             
 2018-07-30_16:43:19      -17.2691            -16.9899            -17.2188            -17.0753            
 2018-07-30_16:43:29      -17.5205            -17.3042            -17.4644            -17.3805            
 2018-07-30_16:43:39      -17.7055            -17.5148            -17.6208            -17.5804            
 2018-07-30_16:43:49      -17.841             -17.6579            -17.7505            -17.712             
 2018-07-30_16:43:59      -17.9482            -17.7418            -17.8448            -17.8062            
 2018-07-30_16:44:09      -18.0134            -17.8307            -17.9127            -17.8623            
 2018-07-30_16:44:19      -18.055             -17.8806            -17.9581            -17.926             
 2018-07-30_16:44:29      -18.1               -17.9077            -17.9977            -17.9581            
 2018-07-30_16:44:39      -18.1221            -17.9382            -18.021             -17.9863            
 2018-07-30_16:44:49      -18.1435            -17.9619            -18.0447            -18.0004            
 2018-07-30_16:44:59      -18.1534            -17.981             -18.0477            -18.0286            
 2018-07-30_16:45:09      -18.1675            -17.9714            -18.0546            -18.0161            
 2018-07-30_16:45:19      -18.1633            -17.9806            -18.0573            -18.0084            
 2018-07-30_16:45:29      -18.1602            -17.9665            -18.0477            -18.0138            
 2018-07-30_16:45:39      -18.1644            -17.9756            -18.0515            -18.0183            
 2018-07-30_16:45:49      -18.1541            -17.955             -18.0473            -18.0119            
 2018-07-30_16:45:59      -18.1496            -17.9512            -18.0359            -17.9981            
 2018-07-30_16:46:09      -18.1412            -17.9401            -18.0355            -17.9832            
 2018-07-30_16:46:19      -18.1427            -17.9459            -18.0374            -17.9741            
 2018-07-30_16:46:29      -18.1442            -17.9417            -18.0367            -17.9794            
 2018-07-30_16:46:39      -18.1408            -17.9291            -18.0275            -17.9794            
 2018-07-30_16:46:49      -18.1374            -17.9291            -18.0332            -17.9764            
 2018-07-30_16:46:59      -18.124             -17.9253            -18.0233            -17.968             
 2018-07-30_16:47:09      -18.1305            -17.9276            -18.0218            -17.9676            
 2018-07-30_16:47:19      -18.124             -17.9146            -18.0168            -17.955             
 2018-07-30_16:47:29      -18.1259            -17.907             -18.0092            -17.9482            
 2018-07-30_16:47:39      -18.132             -17.9146            -18.0279            -17.9501            
 2018-07-30_16:47:49      -18.124             -17.9218            -18.0279            -17.9577            
 2018-07-30_16:47:59      -18.132             -17.9237            -18.0187            -17.963             
 2018-07-30_16:48:09      -18.1278            -17.9256            -18.026             -17.968             
 2018-07-30_16:48:19      -18.1316            -17.939             -18.0275            -17.9726            
 2018-07-30_16:48:29      -18.1313            -17.9413            -18.034             -17.9909            
 2018-07-30_16:48:39      -18.1389            -17.9451            -18.0336            -17.981             
 2018-07-30_16:48:49      -18.7134            -17.9501            -18.6886            -17.997             
 2018-07-30_16:48:59      -19.0605            -18.5585            -19.0201            -18.6703            
 2018-07-30_16:49:09      -19.3798            -19.0521            -19.3314            -19.1368            
 2018-07-30_16:49:19      -19.6213            -19.376             -19.5648            -19.4378            
 2018-07-30_16:49:29      -19.7899            -19.5732            -19.7159            -19.635             
 2018-07-30_16:49:39      -19.8997            -19.7014            -19.8261            -19.7514            
 2018-07-30_16:49:49      -19.9738            -19.7849            -19.8879            -19.8215            
 2018-07-30_16:49:59      -20.0073            -19.8322            -19.9348            -19.8746            
 2018-07-30_16:50:09      -20.0321            -19.8631            -19.9509            -19.9097            
 2018-07-30_16:50:19      -20.06              -19.8486            -19.9581            -19.9043            
 2018-07-30_16:50:29      -20.0768            -19.8601            -19.968             -19.9081            
 2018-07-30_16:50:39      -20.0737            -19.865             -19.9734            -19.9024            
 2018-07-30_16:50:49      -20.0638            -19.8608            -19.9593            -19.8956            
 2018-07-30_16:50:59      -20.0584            -19.8456            -19.9455            -19.8734            
 2018-07-30_16:51:09      -20.0451            -19.8433            -19.939             -19.8685            
 2018-07-30_16:51:19      -20.042             -19.8349            -19.9394            -19.8692            
 2018-07-30_16:51:29      -20.0439            -19.8372            -19.9436            -19.8528            
 2018-07-30_16:51:39      -20.0348            -19.8044            -19.9181            -19.8471            
 2018-07-30_16:51:49      -20.0054            -19.8166            -19.9112            -19.8437            
 2018-07-30_16:51:59      -20.0169            -19.812             -19.9036            -19.8463            
 2018-07-30_16:52:09      -20.01              -19.8009            -19.9024            -19.8425            
 2018-07-30_16:52:19      -20.0058            -19.791             -19.8856            -19.8326            
 2018-07-30_16:52:29      -20.002             -19.7929            -19.8872            -19.8307            
 2018-07-30_16:52:39      -19.9894            -19.783             -19.8822            -19.8273            
 2018-07-30_16:52:49      -20.1931            -19.7769            -20.1874            -19.8238            
 2018-07-30_16:52:59      -20.594             -20.2316            -20.5513            -20.3197            
 2018-07-30_16:53:09      -20.8641            -20.6032            -20.797             -20.6638            
 2018-07-30_16:53:19      -21.0472            -20.8305            -20.9572            -20.8759            
 2018-07-30_16:53:29      -21.1418            -20.9766            -21.0548            -21.0014            
 2018-07-30_16:53:39      -21.207             -21.0526            -21.1037            -21.0743            
 2018-07-30_16:53:49      -21.2303            -21.0747            -21.1231            -21.1021            
 2018-07-30_16:53:59      -21.2307            -21.0682            -21.1143            -21.1037            
 2018-07-30_16:54:09      -21.2215            -21.048             -21.109             -21.0812            
 2018-07-30_16:54:19      -21.1899            -21.0312            -21.0808            -21.0545            
 2018-07-30_16:54:29      -21.1796            -21.0354            -21.064             -21.0533            
 2018-07-30_16:54:39      -21.1666            -20.9892            -21.0373            -21.048             
 2018-07-30_16:54:49      -21.1311            -20.9675            -21.0083            -20.9957            
 2018-07-30_16:54:59      -21.1071            -20.9274            -20.9873            -20.9713            
 2018-07-30_16:55:09      -21.088             -20.9148            -20.9621            -20.9461            
 2018-07-30_16:55:19      -21.0674            -20.895             -20.9404            -20.9339            
 2018-07-30_16:55:29      -21.0411            -20.8878            -20.916             -20.9221            
 2018-07-30_16:55:39      -21.0236            -20.8702            -20.8992            -20.8961            
 2018-07-30_16:55:49      -21.0033            -20.8431            -20.8836            -20.8683            
 2018-07-30_16:55:59      -20.9877            -20.8298            -20.8679            -20.8599            
 2018-07-30_16:56:09      -20.9873            -20.8374            -20.8672            -20.8565            
 2018-07-30_16:56:19      -20.9713            -20.8046            -20.8496            -20.8214            
 2018-07-30_16:56:29      -20.9656            -20.7733            -20.8435            -20.8008            
 2018-07-30_16:56:39      -20.9476            -20.7733            -20.8397            -20.8054            
 2018-07-30_16:56:49      -20.9511            -20.7565            -20.8275            -20.7863            
 2018-07-30_16:56:59      -20.9358            -20.7611            -20.8267            -20.7802            
 2018-07-30_16:57:09      -20.9785            -20.7573            -20.9545            -20.7787            
 2018-07-30_16:57:19      -21.3181            -20.9358            -21.2482            -21.0289            
 2018-07-30_16:57:29      -21.4996            -21.2833            -21.4069            -21.3173            
 2018-07-30_16:57:39      -21.6164            -21.45              -21.492             -21.4798            
 2018-07-30_16:57:49      -21.666             -21.5305            -21.5382            -21.5542            
 2018-07-30_16:57:59      -21.6743            -21.5405            -21.5508            -21.5553            
 2018-07-30_16:58:09      -21.6476            -21.5218            -21.5134            -21.5332            
 2018-07-30_16:58:19      -21.6175            -21.4989            -21.4775            -21.5027            
 2018-07-30_16:58:29      -21.5679            -21.4649            -21.4348            -21.4653            
 2018-07-30_16:58:39      -21.508             -21.4397            -21.3837            -21.4455            
 2018-07-30_16:58:49      -21.463             -21.3684            -21.3257            -21.3833            
 2018-07-30_16:58:59      -21.4233            -21.3223            -21.2849            -21.3131            
 2018-07-30_16:59:09      -21.3867            -21.2822            -21.236             -21.2898            
 2018-07-30_16:59:19      -21.3425            -21.2425            -21.2029            -21.2551            
 2018-07-30_16:59:29      -21.3024            -21.2059            -21.1628            -21.2135            
 2018-07-30_16:59:39      -21.2753            -21.1723            -21.1342            -21.1895            
 2018-07-30_16:59:49      -21.2433            -21.1491            -21.1082            -21.1433            
 2018-07-30_16:59:59      -21.2265            -21.1361            -21.0922            -21.1308            
 2018-07-30_17:00:09      -21.207             -21.0983            -21.0777            -21.1166            
 2018-07-30_17:00:19      -21.1868            -21.0972            -21.0461            -21.093             
 2018-07-30_17:00:29      -21.1723            -21.0526            -21.035             -21.0762            
 2018-07-30_17:00:39      -21.1639            -21.035             -21.0297            -21.0518            
 2018-07-30_17:00:49      -21.1521            -21.0464            -21.0152            -21.0545            
 2018-07-30_17:00:59      -21.1311            -21.056             -20.9927            -21.0518            
 2018-07-30_17:01:09      -21.1216            -21.0316            -20.9881            -21.0457            
 2018-07-30_17:01:19      -21.1124            -21.0167            -20.9751            -21.0239            
 2018-07-30_17:01:29      -21.1117            -20.9991            -20.9694            -21.0171            
 2018-07-30_17:01:39      -21.1044            -20.9869            -20.9629            -21.0033            
 2018-07-30_17:01:49      -21.0972            -20.9747            -20.9534            -20.9835            
 2018-07-30_17:01:59      -21.0808            -20.9698            -20.9408            -20.9888            
 2018-07-30_17:02:09      -21.0739            -20.977             -20.9358            -20.9808            
 2018-07-30_17:02:19      -21.0705            -20.9763            -20.9385            -20.9778            
 2018-07-30_17:02:29      -21.0533            -20.961             -20.9221            -20.9568            
 2018-07-30_17:02:39      -21.0548            -20.9358            -20.9103            -20.9312            
 2018-07-30_17:02:49      -21.0495            -20.9488            -20.8969            -20.9583            
 2018-07-30_17:02:59      -21.0423            -20.9496            -20.9072            -20.9667            
 2018-07-30_17:03:09      -21.0354            -20.9476            -20.9072            -20.9602            
 2018-07-30_17:03:19      -21.0365            -20.9328            -20.9007            -20.9518            
 2018-07-30_17:03:29      -21.0327            -20.9137            -20.8992            -20.9251            
 2018-07-30_17:03:39      -21.04              -20.9129            -20.8965            -20.9213            
 2018-07-30_17:03:49      -21.0388            -20.9373            -20.8923            -20.9267            
 2018-07-30_17:03:59      -21.0453            -20.9488            -20.9038            -20.9618            
 2018-07-30_17:04:09      -21.0625            -20.9637            -20.9175            -20.9744            
 2018-07-30_17:04:19      -21.0884            -21.0022            -20.9545            -21.0026            
 2018-07-30_17:04:29      -21.1292            -21.0358            -20.9953            -21.0342            
 2018-07-30_17:04:39      -21.1578            -21.0556            -21.0182            -21.0678            
 2018-07-30_17:04:49      -21.1857            -21.0926            -21.0564            -21.0953            
 2018-07-30_17:04:59      -21.212             -21.1304            -21.0819            -21.146             
 2018-07-30_17:05:09      -21.257             -21.1563            -21.1189            -21.1807            
 2018-07-30_17:05:19      -21.2967            -21.1845            -21.1529            -21.2074            
 2018-07-30_17:05:29      -21.3257            -21.2288            -21.1906            -21.2551            
 2018-07-30_17:05:39      -21.3627            -21.2662            -21.2387            -21.2929            
 2018-07-30_17:05:49      -21.3982            -21.3196            -21.2662            -21.3387            
 2018-07-30_17:05:59      -21.4294            -21.3608            -21.3028            -21.3631            
 2018-07-30_17:06:09      -21.4672            -21.3924            -21.3379            -21.3955            
 2018-07-30_17:06:19      -21.508             -21.3947            -21.3676            -21.4111            
 2018-07-30_17:06:29      -21.5424            -21.4439            -21.4149            -21.4474            
 2018-07-30_17:06:39      -21.5694            -21.4867            -21.45              -21.4874            
 2018-07-30_17:06:49      -21.6064            -21.5092            -21.4622            -21.524             
 2018-07-30_17:06:59      -21.6354            -21.5332            -21.4966            -21.5523            
 2018-07-30_17:07:09      -21.6743            -21.5607            -21.5412            -21.5668            
 2018-07-30_17:07:19      -21.7041            -21.5973            -21.5733            -21.6007            
 2018-07-30_17:07:29      -21.7426            -21.6446            -21.6049            -21.6553            
 2018-07-30_17:07:39      -21.7777            -21.6633            -21.6339            -21.6812            
 2018-07-30_17:07:49      -21.8067            -21.7133            -21.6694            -21.714             
 2018-07-30_17:07:59      -21.8376            -21.7289            -21.6896            -21.7449            
 2018-07-30_17:08:09      -21.8678            -21.7518            -21.7205            -21.769             
 2018-07-30_17:08:19      -21.9036            -21.7911            -21.7533            -21.8006            
 2018-07-30_17:08:29      -21.9269            -21.825             -21.7827            -21.8399            
 2018-07-30_17:08:39      -21.9475            -21.859             -21.8071            -21.8517            
 2018-07-30_17:08:49      -21.9685            -21.8925            -21.8323            -21.8903            
 2018-07-30_17:08:59      -22.0058            -21.9067            -21.8609            -21.92              
 2018-07-30_17:09:09      -22.0409            -21.9547            -21.8987            -21.9635            
 2018-07-30_17:09:19      -22.0818            -21.9872            -21.9292            -21.9891            
 2018-07-30_17:09:29      -22.097             -22.015             -21.9677            -22.0367            
 2018-07-30_17:09:39      -22.1283            -22.0509            -21.9883            -22.047             
 2018-07-30_17:09:49      -22.1588            -22.0692            -22.0127            -22.0741            
 2018-07-30_17:09:59      -22.1809            -22.1046            -22.0436            -22.1107            
 2018-07-30_17:10:09      -22.2164            -22.1172            -22.0734            -22.1291            
 2018-07-30_17:10:19      -22.2458            -22.1622            -22.1092            -22.1733            
 2018-07-30_17:10:29      -22.2771            -22.2099            -22.1451            -22.2061            
 2018-07-30_17:10:39      -22.3106            -22.2313            -22.1779            -22.2523            
 2018-07-30_17:10:49      -22.3618            -22.2649            -22.2038            -22.2664            
 2018-07-30_17:10:59      -22.3961            -22.2618            -22.2477            -22.2881            
 2018-07-30_17:11:09      -22.4155            -22.3137            -22.2725            -22.3213            
 2018-07-30_17:11:19      -22.4461            -22.348             -22.3053            -22.3495            
 2018-07-30_17:11:29      -22.4796            -22.3907            -22.3373            -22.4068            
 2018-07-30_17:11:39      -22.5029            -22.4396            -22.3648            -22.4468            
 2018-07-30_17:11:49      -22.5502            -22.4621            -22.4022            -22.4747            
 2018-07-30_17:11:59      -22.5731            -22.4838            -22.4316            -22.4915            
 2018-07-30_17:12:09      -22.5983            -22.506             -22.4655            -22.5178            
 2018-07-30_17:12:19      -22.6292            -22.522             -22.4953            -22.5311            
 2018-07-30_17:12:29      -22.6612            -22.5555            -22.5197            -22.578             
 2018-07-30_17:12:39      -22.6814            -22.6074            -22.5578            -22.6128            
 2018-07-30_17:12:49      -22.7188            -22.6318            -22.5758            -22.6532            
 2018-07-30_17:12:59      -22.7558            -22.6658            -22.6067            -22.6898            
 2018-07-30_17:13:09      -22.7806            -22.7028            -22.6372            -22.7032            
 2018-07-30_17:13:19      -22.8065            -22.7173            -22.6704            -22.7383            
 2018-07-30_17:13:29      -22.8344            -22.7501            -22.6925            -22.7695            
 2018-07-30_17:13:39      -22.8699            -22.7795            -22.7222            -22.7863            
 2018-07-30_17:13:49      -22.8973            -22.7997            -22.744             -22.8127            
 2018-07-30_17:13:59      -22.9111            -22.834             -22.7654            -22.8561            
 2018-07-30_17:14:09      -22.9401            -22.8638            -22.805             -22.8775            
 2018-07-30_17:14:19      -22.9633            -22.8809            -22.8149            -22.8786            
 2018-07-30_17:14:29      -22.9927            -22.9031            -22.8416            -22.908             
 2018-07-30_17:14:39      -23.011             -22.921             -22.8653            -22.9427            
 2018-07-30_17:14:49      -23.0515            -22.9515            -22.8878            -22.9752            
 2018-07-30_17:14:59      -23.0743            -22.9832            -22.9118            -22.9858            
 2018-07-30_17:15:09      -23.0988            -22.9969            -22.9515            -23.011             
 2018-07-30_17:15:19      -23.1308            -23.0175            -22.982             -23.0267            
 2018-07-30_17:15:29      -23.1506            -23.0602            -23.003             -23.0751            
 2018-07-30_17:15:39      -23.1705            -23.0736            -23.0225            -23.0911            
 2018-07-30_17:15:49      -23.185             -23.0972            -23.0385            -23.1144            
 2018-07-30_17:15:59      -23.2159            -23.1121            -23.056             -23.1247            
 2018-07-30_17:16:09      -23.23              -23.1552            -23.0785            -23.1575            
 2018-07-30_17:16:19      -23.2609            -23.1827            -23.1102            -23.185             
 2018-07-30_17:16:29      -23.2826            -23.2105            -23.1247            -23.2086            
 2018-07-30_17:16:39      -23.3086            -23.2262            -23.1644            -23.2296            
 2018-07-30_17:16:49      -23.3376            -23.2609            -23.1842            -23.2662            
 2018-07-30_17:16:59      -23.3513            -23.278             -23.2128            -23.2933            
 2018-07-30_17:17:09      -23.3887            -23.3002            -23.2292            -23.3013            
 2018-07-30_17:17:19      -23.3963            -23.3215            -23.2513            -23.3227            
 2018-07-30_17:17:29      -23.4203            -23.3562            -23.2719            -23.3673            
 2018-07-30_17:17:39      -23.4398            -23.365             -23.2979            -23.3845            
 2018-07-30_17:17:49      -23.4753            -23.3841            -23.3246            -23.4093            
 2018-07-30_17:17:59      -23.5081            -23.4169            -23.3524            -23.4364            
 2018-07-30_17:18:09      -23.5245            -23.4417            -23.3673            -23.4505            
 2018-07-30_17:18:19      -23.534             -23.4596            -23.391             -23.4699            
 2018-07-30_17:18:29      -23.5603            -23.4646            -23.4116            -23.4833            
 2018-07-30_17:18:39      -23.5863            -23.4856            -23.4276            -23.4928            
 2018-07-30_17:18:49      -23.6061            -23.5062            -23.4402            -23.5046            
 2018-07-30_17:18:59      -23.6069            -23.5138            -23.4535            -23.5134            
 2018-07-30_17:19:09      -23.6111            -23.5176            -23.4535            -23.5199            
 2018-07-30_17:19:19      -23.6137            -23.5176            -23.4573            -23.5401            
 2018-07-30_17:19:29      -23.6374            -23.5363            -23.4795            -23.5462            
 2018-07-30_17:19:39      -23.6511            -23.5466            -23.4829            -23.5477            
 2018-07-30_17:19:49      -23.6553            -23.5489            -23.4955            -23.5809            
 2018-07-30_17:19:59      -23.6473            -23.579             -23.5031            -23.584             
 2018-07-30_17:20:09      -23.6698            -23.5832            -23.5115            -23.5931            
 2018-07-30_17:20:19      -23.6732            -23.6065            -23.5237            -23.6134            
 2018-07-30_17:20:29      -23.679             -23.613             -23.5268            -23.6176            
 2018-07-30_17:20:39      -23.6824            -23.6107            -23.5329            -23.6233            
 2018-07-30_17:20:49      -23.6938            -23.6031            -23.5359            -23.6298            
 2018-07-30_17:20:59      -23.7057            -23.6248            -23.5413            -23.6481            
 2018-07-30_17:21:09      -23.708             -23.6359            -23.5474            -23.6412            
 2018-07-30_17:21:19      -23.7198            -23.6534            -23.5573            -23.6565            
 2018-07-30_17:21:29      -23.7228            -23.6572            -23.5596            -23.6637            
 2018-07-30_17:21:39      -23.7274            -23.6458            -23.6141            -23.6588            
 2018-07-30_17:21:49      -23.9582            -23.8091            -23.8346            -23.8472            
 2018-07-30_17:21:59      -24.057             -23.9616            -23.9174            -23.9826            
 2018-07-30_17:22:09      -24.0837            -24.012             -23.9258            -24.0101            
 2018-07-30_17:22:19      -24.0517            -23.9964            -23.8777            -23.9777            
 2018-07-30_17:22:29      -23.9899            -23.9433            -23.8087            -23.9277            
 2018-07-30_17:22:39      -23.9044            -23.8674            -23.7137            -23.8537            
 2018-07-30_17:22:49      -23.8075            -23.753             -23.6122            -23.7541            
 2018-07-30_17:22:59      -23.7194            -23.6794            -23.5241            -23.6744            
 2018-07-30_17:23:09      -23.629             -23.6061            -23.428             -23.5886            
 2018-07-30_17:23:19      -23.5382            -23.5374            -23.3559            -23.51              
 2018-07-30_17:23:29      -23.4688            -23.4596            -23.2857            -23.4451            
 2018-07-30_17:23:39      -23.4123            -23.3841            -23.2281            -23.3631            
 2018-07-30_17:23:49      -23.3517            -23.3223            -23.1712            -23.3051            
 2018-07-30_17:23:59      -23.3009            -23.2536            -23.1194            -23.2475            
 2018-07-30_17:24:09      -23.2571            -23.2063            -23.074             -23.1941            
 2018-07-30_17:24:19      -23.2128            -23.1834            -23.0251            -23.143             
 2018-07-30_17:24:29      -23.1804            -23.1327            -22.9904            -23.1079            
 2018-07-30_17:24:39      -23.1476            -23.0965            -22.9721            -23.0835            
 2018-07-30_17:24:49      -23.1247            -23.0896            -22.9492            -23.0705            
 2018-07-30_17:24:59      -23.0938            -23.0713            -22.8394            -23.0568            
 2018-07-30_17:25:09      -22.6624            -22.8138            -22.4411            -22.7211            
 2018-07-30_17:25:19      -22.4514            -22.4106            -22.2595            -22.3671            
 2018-07-30_17:25:29      -22.3633            -22.2725            -22.1809            -22.2527            
 2018-07-30_17:25:39      -22.3518            -22.2538            -22.2046            -22.2443            
 2018-07-30_17:25:49      -22.4083            -22.3011            -22.2591            -22.319             
 2018-07-30_17:25:59      -22.4834            -22.3904            -22.3557            -22.4102            
 2018-07-30_17:26:09      -22.5986            -22.4854            -22.4686            -22.5197            
 2018-07-30_17:26:19      -22.7196            -22.604             -22.5727            -22.6273            
 2018-07-30_17:26:29      -22.8245            -22.7051            -22.6883            -22.7219            
 2018-07-30_17:26:39      -22.9122            -22.8165            -22.7917            -22.8466            
 2018-07-30_17:26:49      -22.9954            -22.9122            -22.8867            -22.9393            
 2018-07-30_17:26:59      -23.1003            -23.011             -22.9763            -23.0293            
 2018-07-30_17:27:09      -23.188             -23.0785            -23.053             -23.1091            
 2018-07-30_17:27:19      -23.2498            -23.1636            -23.1236            -23.1873            
 2018-07-30_17:27:29      -23.3112            -23.2094            -23.1823            -23.2277            
 2018-07-30_17:27:39      -23.3574            -23.2693            -23.2227            -23.2819            
 2018-07-30_17:27:49      -23.41              -23.2861            -23.2689            -23.3131            
 2018-07-30_17:27:59      -23.4215            -23.3273            -23.296             -23.3566            
 2018-07-30_17:28:09      -23.4711            -23.3669            -23.3257            -23.3856            
 2018-07-30_17:28:19      -23.5077            -23.4097            -23.362             -23.4261            
 2018-07-30_17:28:29      -23.5439            -23.4348            -23.4058            -23.4566            
 2018-07-30_17:28:39      -23.5676            -23.4673            -23.4154            -23.4848            
 2018-07-30_17:28:49      -23.5947            -23.4711            -23.4432            -23.5001            
 2018-07-30_17:28:59      -23.5977            -23.484             -23.4573            -23.5146            
 2018-07-30_17:29:09      -23.6137            -23.5146            -23.4734            -23.5352            
 2018-07-30_17:29:19      -23.6229            -23.5394            -23.4871            -23.547             
 2018-07-30_17:29:29      -23.6343            -23.5428            -23.4978            -23.5481            
 2018-07-30_17:29:39      -23.6473            -23.5641            -23.513             -23.5764            
 2018-07-30_17:29:49      -23.6649            -23.5676            -23.5199            -23.5973            
 2018-07-30_17:29:59      -23.6702            -23.5863            -23.5275            -23.6019            
 2018-07-30_17:30:09      -23.6744            -23.579             -23.5287            -23.6053            
 2018-07-30_17:30:19      -23.682             -23.5901            -23.5359            -23.6053            
 2018-07-30_17:30:29      -23.6824            -23.6053            -23.542             -23.6164            
 2018-07-30_17:30:39      -23.6916            -23.6023            -23.5428            -23.6221            
 2018-07-30_17:30:49      -23.7038            -23.5897            -23.5523            -23.6187            
 2018-07-30_17:30:59      -23.6908            -23.595             -23.5508            -23.6149            
 2018-07-30_17:31:09      -23.6992            -23.6153            -23.5619            -23.6324            
 2018-07-30_17:31:19      -23.7091            -23.6221            -23.5687            -23.6313            
 2018-07-30_17:31:29      -23.7213            -23.6076            -23.5718            -23.6282            
 2018-07-30_17:31:39      -23.7274            -23.6359            -23.584             -23.65              
 2018-07-30_17:31:49      -23.7373            -23.6469            -23.6015            -23.6599            
 2018-07-30_17:31:59      -23.7385            -23.6473            -23.5981            -23.6679            
 2018-07-30_17:32:09      -23.7465            -23.6408            -23.597             -23.6595            
 2018-07-30_17:32:19      -23.7427            -23.6351            -23.5947            -23.6542            
 2018-07-30_17:32:29      -23.7488            -23.6362            -23.5863            -23.6496            
 2018-07-30_17:32:39      -23.7503            -23.6485            -23.5954            -23.6717            
 2018-07-30_17:32:49      -23.7419            -23.6374            -23.5954            -23.6618            
 2018-07-30_17:32:59      -23.7457            -23.6309            -23.5943            -23.6488            
 2018-07-30_17:33:09      -23.7423            -23.6435            -23.5916            -23.6626            
 2018-07-30_17:33:19      -23.7396            -23.6622            -23.5931            -23.6614            
 2018-07-30_17:33:29      -23.7427            -23.6549            -23.5947            -23.6557            
 2018-07-30_17:33:39      -23.7404            -23.6298            -23.5863            -23.6519            
 2018-07-30_17:33:49      -23.7434            -23.6397            -23.5962            -23.6443            
 2018-07-30_17:33:59      -23.7411            -23.6492            -23.592             -23.6721            
 2018-07-30_17:34:09      -23.7358            -23.6519            -23.5855            -23.6694            
 2018-07-30_17:34:19      -23.7442            -23.6462            -23.5855            -23.6759            
 2018-07-30_17:34:29      -23.7232            -23.7251            -23.5107            -23.6645            
 2018-07-30_17:34:39      -23.4978            -23.4978            -23.3574            -23.4138            
 2018-07-30_17:34:49      -23.0839            -23.7               -23.0808            -23.6382            
 2018-07-30_17:34:59      -22.7146            -23.5737            -22.8058            -23.6206            
 2018-07-30_17:35:09      -18.2335            -18.9911            -17.0769            -18.0889            
 2018-07-30_17:35:19      -12.5801            -12.8544            -11.6692            -12.2269            
 2018-07-30_17:35:29      -7.988              -8.0761             -7.2838             -7.589              
 2018-07-30_17:35:39      -4.3598             -4.3449             -3.7987             -3.9536             
 2018-07-30_17:35:49      -1.429              -1.3657             -0.9727             -1.0567             
 2018-07-30_17:35:59      0.1775              0.1802              0.533               0.3867              
 2018-07-30_17:36:09      1.6408              1.5153              1.9233              1.6832              
 2018-07-30_17:36:19      3.5171              3.4318              3.7853              3.609               
 2018-07-30_17:36:29      5.0568              5.0047              5.3008              5.1732              
 2018-07-30_17:36:39      6.3459              6.3005              6.5582              6.4512              
 2018-07-30_17:36:49      7.4138              7.3804              7.6063              7.516               
 2018-07-30_17:36:59      8.3059              8.2833              8.4814              8.4069              
 2018-07-30_17:37:09      9.0773              9.1077              9.2545              9.2377              
 2018-07-30_17:37:19      9.7458              9.7583              9.8966              9.8734              
 2018-07-30_17:37:29      10.3575             10.3426             10.5202             10.4549             
 2018-07-30_17:37:39      10.9227             10.9049             11.0837             11.0151             
 2018-07-30_17:37:49      11.3505             11.316              11.4706             11.4113             
 2018-07-30_17:37:59      11.6779             11.6423             11.7799             11.7251             
